Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220967778|gb|EED86154.1|,gi|224015732|ref|XP_002297514.1|	hypothetical protein THAPSDRAFT_bd997 [Thalassiosira pseudonana CCMP1335]	0.022	14	9.22e-5	2	0	780
AAZ24378.1,WP_011041032.1	signal recognition particle-docking protein FtsY [Colwellia psychrerythraea 34H],MULTISPECIES: signal recognition particle-docking protein FtsY [Colwellia]	0.335	13	1.24e-4	8	8	781
AAZ24540.1,WP_011042958.1	transcription-repair coupling factor [Colwellia psychrerythraea 34H],transcription-repair coupling factor [Colwellia psychrerythraea]	0.076	13	4.94e-5	6	6	782
AAZ24740.1,WP_011045205.1	acyl-CoA dehydrogenase family protein [Colwellia psychrerythraea 34H],acyl-CoA dehydrogenase C-terminal domain-containing protein [Colwellia psychrerythraea]	0.178	13	9.90e-5	7	6	783
AAZ25799.1,WP_011045099.1	ATP-dependent protease HslVU, HslV subunit [Colwellia psychrerythraea 34H],MULTISPECIES: ATP-dependent protease subunit HslV [Colwellia]	0.227	13	3.46e-4	4	4	784
AAZ25821.1,WP_011041325.1	argininosuccinate lyase/amino-acid N-acetyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: argininosuccinate lyase [Colwellia]	0.191	13	9.24e-5	7	7	785
AAZ25873.1,WP_011045544.1	hypothetical protein CPS_4825 [Colwellia psychrerythraea 34H],Der GTPase-activating protein YihI [Colwellia psychrerythraea]	0.207	13	2.87e-4	6	6	786
AAZ27445.1,WP_011045683.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.064	13	1.09e-4	2	0	787
AAZ28624.1,WP_011044780.1	amidase, hydantoinase/carbamoylase family [Colwellia psychrerythraea 34H],Zn-dependent hydrolase [Colwellia psychrerythraea]	0.268	13	1.45e-4	8	8	788
AAZ28789.1,WP_011044389.1	hypothetical protein CPS_3635 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF2058 domain-containing protein [Colwellia]	0.251	13	3.26e-4	3	3	789
WP_011041879.1,AAZ24795.1	MULTISPECIES: DsbE family thiol:disulfide interchange protein [Colwellia],thiol:disulfide interchange protein DsbE [Colwellia psychrerythraea 34H]	0.176	13	3.27e-4	4	4	790
WP_011041924.1,AAZ25001.1	FAD:protein FMN transferase [Colwellia psychrerythraea],thiamine biosynthesis lipoprotein ApbE [Colwellia psychrerythraea 34H]	0.242	13	1.74e-4	6	6	791
WP_011042487.1,AAZ26755.1	histone deacetylase family protein [Colwellia psychrerythraea],histone deacetylase family protein [Colwellia psychrerythraea 34H]	0.180	13	1.88e-4	5	5	792
WP_011042815.1,AAZ27635.1	MULTISPECIES: FixH family protein [Colwellia],hypothetical protein CPS_1991 [Colwellia psychrerythraea 34H]	0.311	13	3.63e-4	4	4	793
WP_011043083.1,AAZ24895.1	MULTISPECIES: DUF2947 domain-containing protein [Colwellia],hypothetical protein CPS_2269 [Colwellia psychrerythraea 34H]	0.300	13	3.72e-4	5	5	794
WP_011043384.1,AAZ24039.1	MULTISPECIES: PBPRA1643 family SWIM/SEC-C metal-binding motif protein [Colwellia],hypothetical protein CPS_2575 [Colwellia psychrerythraea 34H]	0.336	13	5.42e-4	3	3	795
WP_011044560.1,AAZ26396.1	ATP-NAD kinase family protein [Colwellia psychrerythraea],putative inorganic polyphosphate/ATP-NAD kinase [Colwellia psychrerythraea 34H]	0.245	13	1.54e-4	6	6	796
WP_011044933.1,AAZ27198.1	DegT/DnrJ/EryC1/StrS family aminotransferase [Colwellia psychrerythraea],polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.213	13	1.53e-4	8	8	797
WP_041737257.1	low molecular weight protein-tyrosine-phosphatase [Colwellia psychrerythraea]	0.487	13	3.92e-4	7	7	798
AAZ25765.1	phosphotyrosine protein phosphatase [Colwellia psychrerythraea 34H]	0.481	13	3.87e-4	7	7	798
sp|Q489G6.1|PRMA_COLP3,AAZ28787.1,WP_011041401.1	RecName: Full=Ribosomal protein L11 methyltransferase; Short=L11 Mtase,ribosomal protein L11 methyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L11 methyltransferase [Colwellia]	0.307	13	2.03e-4	7	7	799
AAZ25231.1,WP_011043424.1	hypothetical protein CPS_2616 [Colwellia psychrerythraea 34H],ATP-binding protein [Colwellia psychrerythraea]	0.051	12	4.43e-5	6	6	800
AAZ25779.1,WP_011041668.1	putative esterase [Colwellia psychrerythraea 34H],MULTISPECIES: S-formylglutathione hydrolase [Colwellia]	0.290	12	1.94e-4	5	5	801
AAZ25971.1,WP_011045212.1	AcrB/AcrD/AcrF family protein [Colwellia psychrerythraea 34H],efflux RND transporter permease subunit [Colwellia psychrerythraea]	0.061	12	5.12e-5	4	4	802
AAZ26117.1	putative GTP cyclohydrolase II [Colwellia psychrerythraea 34H]	0.265	12	2.70e-4	4	4	803
WP_198560025.1	MULTISPECIES: GTP cyclohydrolase II RibA [Colwellia]	0.273	12	2.78e-4	4	4	803
AAZ26309.1,WP_011040903.1,sp|Q48AT5.1|PEPQ_COLP3	Xaa-Pro dipeptidase [Colwellia psychrerythraea 34H],MULTISPECIES: Xaa-Pro dipeptidase [Colwellia],RecName: Full=Xaa-Pro dipeptidase; Short=X-Pro dipeptidase; AltName: Full=Imidodipeptidase; AltName: Full=Proline dipeptidase; Short=Prolidase	0.176	12	1.24e-4	6	6	804
AAZ26335.1,WP_011045216.1	hypothetical protein CPS_4487 [Colwellia psychrerythraea 34H],MULTISPECIES: CvfB family protein [Colwellia]	0.257	12	1.94e-4	6	6	805
AAZ27045.1,WP_011044662.1	NAD+ synthetase [Colwellia psychrerythraea 34H],MULTISPECIES: ammonia-dependent NAD(+) synthetase [Colwellia]	0.566	12	1.96e-4	9	9	806
AAZ27274.1,WP_011043442.1	extracellular ribonuclease/nuclease fusion protein [Colwellia psychrerythraea 34H],ExeM/NucH family extracellular endonuclease [Colwellia psychrerythraea]	0.147	12	4.20e-5	9	9	807
AAZ27841.1,WP_011042171.1	choline dehydrogenase [Colwellia psychrerythraea 34H],choline dehydrogenase [Colwellia psychrerythraea]	0.232	12	9.82e-5	8	6	808
AAZ27976.1,WP_011041088.1	transcriptional regulator, TetR family [Colwellia psychrerythraea 34H],MULTISPECIES: TetR/AcrR family transcriptional regulator [Colwellia]	0.248	12	2.52e-4	5	5	809
AAZ28161.1,WP_011042241.1	extracellular solute-binding protein, family 7 [Colwellia psychrerythraea 34H],TRAP transporter substrate-binding protein [Colwellia psychrerythraea]	0.254	12	1.54e-4	6	2	810
WP_011040931.1,sp|Q48AW6.1|ATP6_COLP3,AAZ25166.1	MULTISPECIES: F0F1 ATP synthase subunit A [Colwellia],RecName: Full=ATP synthase subunit a; AltName: Full=ATP synthase F0 sector subunit a; AltName: Full=F-ATPase subunit 6,ATP synthase F0, A subunit [Colwellia psychrerythraea 34H]	0.100	12	2.11e-4	4	4	811
WP_011040947.1,AAZ24325.1	uroporphyrinogen-III C-methyltransferase [Colwellia psychrerythraea],putative uroporphyrin-III C-methyltransferase [Colwellia psychrerythraea 34H]	0.153	12	1.17e-4	7	7	812
WP_011041209.1,sp|Q48A12.1|TRMA_COLP3,AAZ25533.1	MULTISPECIES: tRNA (uridine(54)-C5)-methyltransferase TrmA [Colwellia],RecName: Full=tRNA/tmRNA (uracil-C(5))-methyltransferase; AltName: Full=tRNA (uracil(54)-C(5))-methyltransferase; AltName: Full=tRNA(m5U54)-methyltransferase; Short=RUMT; AltName: Full=tmRNA (uracil(341)-C(5))-methyltransferase,tRNA (uracil-5-)-methyltransferase [Colwellia psychrerythraea 34H]	0.321	12	1.51e-4	7	7	813
WP_011041329.1,AAZ28815.1	PilN domain-containing protein [Colwellia psychrerythraea],type IV pilus biogenesis protein PilN [Colwellia psychrerythraea 34H]	0.255	12	2.93e-4	4	4	814
WP_011041847.1,AAZ27255.1	ABC transporter ATP-binding protein [Colwellia psychrerythraea],ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.294	12	1.69e-4	7	7	815
WP_011043434.1,AAZ26727.1	acetyl-CoA C-acetyltransferase [Colwellia psychrerythraea],acetyl-CoA acetyltransferase [Colwellia psychrerythraea 34H]	0.279	12	1.37e-4	7	7	816
WP_011044293.1,AAZ24878.1,sp|Q47YB3.1|QUEF_COLP3	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF [Colwellia psychrerythraea],GTP cyclohydrolase I family protein [Colwellia psychrerythraea 34H],RecName: Full=NADPH-dependent 7-cyano-7-deazaguanine reductase; AltName: Full=7-cyano-7-carbaguanine reductase; AltName: Full=NADPH-dependent nitrile oxidoreductase; AltName: Full=PreQ(0) reductase	0.238	12	1.92e-4	4	4	817
WP_011044340.1,AAZ25544.1	MBL fold metallo-hydrolase [Colwellia psychrerythraea],metallo-beta-lactamase family protein [Colwellia psychrerythraea 34H]	0.274	12	2.51e-4	8	8	818
WP_011044357.1,AAZ24032.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_3603 [Colwellia psychrerythraea 34H]	0.155	12	9.91e-5	7	7	819
WP_011044579.1,AAZ25944.1	DUF3083 family protein [Colwellia psychrerythraea],hypothetical protein CPS_3831 [Colwellia psychrerythraea 34H]	0.262	12	1.47e-4	7	7	820
WP_011044740.1,CBC00409.1,CAW77443.1,AAZ27759.1,CBC05070.1,CBC35258.1,CAW39220.1,CBC73336.1,CAW34374.1,CAW58333.1,CBD24138.1	oxygen-dependent coproporphyrinogen oxidase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],coproporphyrinogen III oxidase, aerobic [Colwellia psychrerythraea 34H]	0.231	12	1.76e-4	6	6	821
WP_011044822.1,AAZ26179.1	TIGR01841 family phasin [Colwellia psychrerythraea],putative granule-associated protein [Colwellia psychrerythraea 34H]	0.244	12	1.92e-4	4	4	822
WP_011045068.1,sp|Q47W35.1|TSAD_COLP3,AAZ24450.1	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Colwellia],RecName: Full=tRNA N6-adenosine threonylcarbamoyltransferase; AltName: Full=N6-L-threonylcarbamoyladenine synthase; Short=t(6)A synthase; AltName: Full=t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD; AltName: Full=tRNA threonylcarbamoyladenosine biosynthesis protein TsaD,O-sialoglycoprotein endopeptidase [Colwellia psychrerythraea 34H]	0.304	12	1.58e-4	6	6	823
WP_011045331.1,AAZ24623.1	MULTISPECIES: mechanosensitive ion channel family protein [Colwellia],mechanosensitive ion channel family protein [Colwellia psychrerythraea 34H]	0.244	12	2.00e-4	4	4	824
WP_138140307.1	DUF3014 domain-containing protein [Colwellia psychrerythraea]	0.185	12	1.82e-4	7	2	825
WP_138140373.1	TonB-dependent receptor plug domain-containing protein [Colwellia psychrerythraea]	0.168	12	5.80e-5	8	8	826
AAZ26841.1	TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.186	12	6.45e-5	8	8	826
gi|21594989|gb|AAH31559.1|	(CONTAMINANT) Keratin 20 [Homo sapiens]	0.050	12	1.30e-4	5	1	827
sp|Q47XB5.1|HIS5_COLP3,WP_011044641.1,AAZ28140.1	RecName: Full=Imidazole glycerol phosphate synthase subunit HisH; AltName: Full=IGP synthase glutaminase subunit; AltName: Full=IGP synthase subunit HisH; AltName: Full=ImGP synthase subunit HisH; Short=IGPS subunit HisH,imidazole glycerol phosphate synthase subunit HisH [Colwellia psychrerythraea],imidazole glycerol phosphate synthase, glutamine amidotransferase subunit [Colwellia psychrerythraea 34H]	0.338	12	2.45e-4	4	4	828
sp|Q47XW2.1|RECR_COLP3,WP_011044444.1,AAZ24710.1	RecName: Full=Recombination protein RecR,MULTISPECIES: recombination mediator RecR [Colwellia],recombination protein RecR [Colwellia psychrerythraea 34H]	0.373	12	2.74e-4	5	5	829
sp|Q480P2.1|IF1_COLP3,WP_011043571.1,AAZ28108.1	RecName: Full=Translation initiation factor IF-1,MULTISPECIES: translation initiation factor IF-1 [Gammaproteobacteria],translation initiation factor IF-1 [Colwellia psychrerythraea 34H]	0.472	12	7.64e-4	3	3	830
sp|Q481S6.1|GLYA2_COLP3,AAZ25763.1,WP_011043287.1,CBM39771.1	RecName: Full=Serine hydroxymethyltransferase 2; Short=SHMT 2; Short=Serine methylase 2,serine hydroxymethyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: serine hydroxymethyltransferase [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H]	0.120	12	1.32e-4	5	0	831
sp|Q482G5.1|AROA_COLP3,AAZ27668.1,WP_011043147.1	RecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS,3-phosphoshikimate 1-carboxyvinyltransferase [Colwellia psychrerythraea 34H],3-phosphoshikimate 1-carboxyvinyltransferase [Colwellia psychrerythraea]	0.225	12	1.29e-4	8	2	832
sp|Q48A23.1|MIAA_COLP3,AAZ28844.1	RecName: Full=tRNA dimethylallyltransferase; AltName: Full=Dimethylallyl diphosphate:tRNA dimethylallyltransferase; Short=DMAPP:tRNA dimethylallyltransferase; Short=DMATase; AltName: Full=Isopentenyl-diphosphate:tRNA isopentenyltransferase; Short=IPP transferase; Short=IPPT; Short=IPTase,tRNA delta(2)-isopentenylpyrophosphate transferase [Colwellia psychrerythraea 34H]	0.256	12	1.74e-4	7	7	833
WP_420794793.1	MULTISPECIES: tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Colwellia]	0.271	12	1.84e-4	7	7	833
AAZ24053.1	OstA family protein [Colwellia psychrerythraea 34H]	0.313	11	2.51e-4	5	5	834
WP_232769269.1	MULTISPECIES: lipopolysaccharide transport periplasmic protein LptA [Colwellia]	0.312	11	2.50e-4	5	5	834
AAZ24142.1,WP_011045116.1	RNA methyltransferase, TrmH family, group 2 [Colwellia psychrerythraea 34H],MULTISPECIES: tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL [Colwellia]	0.487	11	3.27e-4	7	7	835
AAZ24187.1,WP_011042412.1	flavodoxin [Colwellia psychrerythraea 34H],MULTISPECIES: flavodoxin FldA [Colwellia]	0.356	11	2.90e-4	3	3	836
AAZ24217.1,WP_011044185.1	3-hydroxyisobutyrate dehydrogenase [Colwellia psychrerythraea 34H],3-hydroxyisobutyrate dehydrogenase [Colwellia psychrerythraea]	0.223	11	1.70e-4	5	5	837
AAZ24629.1,WP_011042573.1	hypothetical protein CPS_1748 [Colwellia psychrerythraea 34H],alpha/beta hydrolase family protein [Colwellia psychrerythraea]	0.434	11	2.01e-4	5	5	838
AAZ25150.1,WP_011041850.1	putative decarboxylase [Colwellia psychrerythraea 34H],pyridoxal-dependent aspartate 1-decarboxylase PanP [Colwellia psychrerythraea]	0.074	11	9.29e-5	4	4	839
AAZ25303.1,WP_011043664.1	heavy metal efflux pump, CzcA family [Colwellia psychrerythraea 34H],efflux RND transporter permease subunit [Colwellia psychrerythraea]	0.081	11	4.73e-5	5	5	840
AAZ25649.1,WP_011045442.1	alkyl hydroperoxide reductase, subunit C [Colwellia psychrerythraea 34H],MULTISPECIES: alkyl hydroperoxide reductase subunit C [Colwellia]	0.571	11	2.67e-4	8	8	841
AAZ25777.1,WP_011041163.1	transcriptional regulator, TetR family [Colwellia psychrerythraea 34H],TetR/AcrR family transcriptional regulator [Colwellia psychrerythraea]	0.282	11	2.03e-4	6	6	842
AAZ26824.1,WP_011044984.1	hypothetical protein CPS_4253 [Colwellia psychrerythraea 34H],RodZ domain-containing protein [Colwellia psychrerythraea]	0.139	11	1.53e-4	4	4	843
AAZ26920.1,WP_011045110.1	ribosome small subunit-dependent GTPase A [Colwellia psychrerythraea 34H],MULTISPECIES: small ribosomal subunit biogenesis GTPase RsgA [Colwellia]	0.239	11	1.43e-4	5	5	844
AAZ27065.1,WP_011043399.1	nitroreductase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: nitroreductase family protein [Colwellia]	0.232	11	2.55e-4	5	5	845
AAZ27787.1,WP_011041864.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],TonB-dependent receptor [Colwellia psychrerythraea]	0.091	11	5.97e-5	5	5	846
AAZ27922.1	RNA pseudouridine synthase family protein [Colwellia psychrerythraea 34H]	0.325	11	1.61e-4	6	1	847
AAZ28078.1	hypothetical protein CPS_1279 [Colwellia psychrerythraea 34H]	0.310	11	4.35e-4	4	4	848
WP_138140243.1	hypothetical protein [Colwellia psychrerythraea]	0.319	11	4.46e-4	4	4	848
AAZ28427.1,WP_011040963.1	glyoxalase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: VOC family protein [Colwellia]	0.384	11	3.65e-4	4	4	849
AAZ28574.1,WP_011041436.1	glycosyl transferase, group 1 family protein [Colwellia psychrerythraea 34H],glycosyltransferase [Colwellia psychrerythraea]	0.118	11	1.33e-4	3	3	850
WP_011041992.1,AAZ25157.1	peptidase U32 family protein [Colwellia psychrerythraea],hypothetical protein CPS_1155 [Colwellia psychrerythraea 34H]	0.128	11	6.44e-5	7	7	851
WP_011042092.1,AAZ27248.1	MULTISPECIES: DUF3313 family protein [Colwellia],hypothetical protein CPS_1255 [Colwellia psychrerythraea 34H]	0.255	11	2.52e-4	4	4	852
WP_011042334.1,AAZ26500.1	sigma-54 interaction domain-containing protein [Colwellia psychrerythraea],flagellar regulatory protein A [Colwellia psychrerythraea 34H]	0.183	11	9.91e-5	7	7	853
WP_011042920.1,AAZ24227.1	capsular polysaccharide export protein, LipB/KpsS family [Colwellia psychrerythraea],hypothetical protein CPS_2099 [Colwellia psychrerythraea 34H]	0.166	11	9.95e-5	6	6	854
WP_011043665.1,AAZ27035.1	efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea],efflux transporter, RND family, MFP subunit [Colwellia psychrerythraea 34H]	0.201	11	1.13e-4	6	6	855
WP_011043974.1,AAZ25261.1	MULTISPECIES: arsenate reductase (glutaredoxin) [Colwellia],arsenate reductase [Colwellia psychrerythraea 34H]	0.576	11	4.27e-4	5	5	856
WP_011045021.1,AAZ26876.1	homoserine kinase [Colwellia psychrerythraea],homoserine kinase [Colwellia psychrerythraea 34H]	0.244	11	1.54e-4	5	5	857
WP_011045080.1,AAZ28149.1	cytochrome c oxidase accessory protein CcoG [Colwellia psychrerythraea],iron-sulfur cluster-binding protein [Colwellia psychrerythraea 34H]	0.150	11	1.04e-4	7	7	858
WP_011045165.1,AAZ26069.1	MULTISPECIES: ClpXP protease specificity-enhancing factor [Colwellia],stringent starvation protein B [Colwellia psychrerythraea 34H]	0.421	11	3.17e-4	5	5	859
WP_011045299.1,AAZ28004.1	pilus assembly FimT family protein [Colwellia psychrerythraea],MSHA pilin protein MshB [Colwellia psychrerythraea 34H]	0.323	11	2.20e-4	4	4	860
WP_041737101.1	PhoH family protein [Colwellia psychrerythraea]	0.405	11	1.36e-4	9	9	861
AAZ25673.1	phoH family protein [Colwellia psychrerythraea 34H]	0.408	11	1.37e-4	9	9	861
WP_238383606.1	amidohydrolase family protein [Colwellia psychrerythraea]	0.112	11	4.62e-5	8	8	862
AAZ24146.1	amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.114	11	4.71e-5	8	8	862
gi|224004316|ref|XP_002295809.1|,gi|209585841|gb|ACI64526.1|	chaperone, heat shock protein 70 [Thalassiosira pseudonana CCMP1335]	0.036	11	7.53e-5	3	1	863
sp|Q484P6.1|TOLB_COLP3,AAZ24363.1	RecName: Full=Tol-Pal system protein TolB; Flags: Precursor,tolB protein [Colwellia psychrerythraea 34H]	0.269	11	1.12e-4	8	8	864
WP_198560023.1	MULTISPECIES: Tol-Pal system beta propeller repeat protein TolB [Colwellia]	0.268	11	1.12e-4	8	8	864
sp|Q485K0.1|CHEB_COLP3,AAZ25939.1,WP_011042359.1	RecName: Full=Protein-glutamate methylesterase/protein-glutamine glutaminase,protein-glutamate methylesterase CheB [Colwellia psychrerythraea 34H],protein-glutamate methylesterase/protein-glutamine glutaminase [Colwellia psychrerythraea]	0.201	11	1.33e-4	7	7	865
AAZ24066.1,WP_011042588.1	putative curli production assembly/transport component CsgG [Colwellia psychrerythraea 34H],MULTISPECIES: CsgG/HfaB family protein [Colwellia]	0.191	10	1.41e-4	5	5	866
AAZ24136.1,WP_011045003.1	sigma-54 dependent response regulator [Colwellia psychrerythraea 34H],MULTISPECIES: sigma 54-interacting transcriptional regulator [Colwellia]	0.241	10	1.00e-4	8	8	867
AAZ24143.1,sp|Q47VA3.1|ERPA_COLP3,WP_011045350.1	HesB/YadR/YfhF family protein [Colwellia psychrerythraea 34H],RecName: Full=Iron-sulfur cluster insertion protein ErpA,MULTISPECIES: iron-sulfur cluster insertion protein ErpA [Colwellia]	0.407	10	4.06e-4	4	4	868
AAZ24791.1,WP_011045588.1	hypothetical protein CPS_4869 [Colwellia psychrerythraea 34H],2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [Colwellia psychrerythraea]	0.355	10	2.71e-4	6	6	869
AAZ25106.1,WP_011042453.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.230	10	8.94e-5	7	6	870
AAZ25160.1,WP_011041906.1	putative 3-oxoacyl-(acyl-carrier-protein) synthase III [Colwellia psychrerythraea 34H],MULTISPECIES: beta-ketoacyl-ACP synthase III [Colwellia]	0.349	10	1.23e-4	7	7	871
AAZ25188.1,WP_011042778.1	tryptophan synthase, beta subunit [Colwellia psychrerythraea 34H],tryptophan synthase subunit beta [Colwellia psychrerythraea]	0.195	10	1.15e-4	5	5	872
AAZ25205.1,WP_011042880.1	formate dehydrogenase, alpha subunit [Colwellia psychrerythraea 34H],formate dehydrogenase subunit alpha [Colwellia psychrerythraea]	0.060	10	4.74e-5	5	1	873
AAZ25721.1,WP_011045150.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],TonB-dependent receptor domain-containing protein [Colwellia psychrerythraea]	0.185	10	6.02e-5	7	7	874
AAZ26178.1,WP_011043466.1	ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H],DEAD/DEAH box helicase [Colwellia psychrerythraea]	0.138	10	1.15e-4	3	2	875
AAZ26617.1,WP_011044671.1	efflux transporter, RND family, MFP subunit [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.166	10	1.17e-4	5	5	876
AAZ26802.1,WP_011044162.1	ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H],DEAD/DEAH box helicase [Colwellia psychrerythraea]	0.120	10	1.06e-4	4	4	877
AAZ27221.1,sp|Q47YI0.1|DNLJ_COLP3,WP_011044226.1	DNA ligase, NAD-dependent [Colwellia psychrerythraea 34H],RecName: Full=DNA ligase; AltName: Full=Polydeoxyribonucleotide synthase [NAD(+)],NAD-dependent DNA ligase LigA [Colwellia psychrerythraea]	0.176	10	6.65e-5	8	8	878
AAZ27407.1,WP_011041316.1	cystathionine gamma-synthase [Colwellia psychrerythraea 34H],cystathionine gamma-synthase [Colwellia psychrerythraea]	0.124	10	1.18e-4	3	3	879
AAZ27978.1	ribosomal protein L35 [Colwellia psychrerythraea 34H]	0.119	10	4.54e-4	3	3	880
WP_033094689.1,sp|Q480B1.2|RL35_COLP3	MULTISPECIES: 50S ribosomal protein L35 [Colwellia],RecName: Full=Large ribosomal subunit protein bL35; AltName: Full=50S ribosomal protein L35	0.188	10	7.16e-4	3	3	880
AAZ28408.1,sp|Q47WN0.1|MUTS_COLP3,WP_011044873.1	DNA mismatch repair protein MutS [Colwellia psychrerythraea 34H],RecName: Full=DNA mismatch repair protein MutS,DNA mismatch repair protein MutS [Colwellia psychrerythraea]	0.163	10	5.26e-5	7	7	881
AAZ28565.1,WP_011041307.1	hypothetical protein CPS_0446 [Colwellia psychrerythraea 34H],DUF2780 domain-containing protein [Colwellia psychrerythraea]	0.348	10	2.53e-4	5	5	882
WP_011040908.1,AAZ24604.1	MULTISPECIES: 16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB [Colwellia],sun protein [Colwellia psychrerythraea 34H]	0.125	10	1.04e-4	5	5	883
WP_011041419.1,AAZ28515.1	YjbH domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_0569 [Colwellia psychrerythraea 34H]	0.076	10	6.61e-5	5	5	884
WP_011041815.1,AAZ25886.1,sp|Q487P4.1|EFP_COLP3	MULTISPECIES: elongation factor P [Colwellia],translation elongation factor P [Colwellia psychrerythraea 34H],RecName: Full=Elongation factor P; Short=EF-P	0.168	10	2.40e-4	3	3	885
WP_011041956.1,AAZ28135.1,sp|Q487A3.1|QUEA_COLP3	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Colwellia psychrerythraea],S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Colwellia psychrerythraea 34H],RecName: Full=S-adenosylmethionine:tRNA ribosyltransferase-isomerase; AltName: Full=Queuosine biosynthesis protein QueA	0.192	10	1.28e-4	5	5	886
WP_011042123.1,AAZ28544.1	M16 family metallopeptidase [Colwellia psychrerythraea],putative metallopeptidase, M16 family [Colwellia psychrerythraea 34H]	0.094	10	4.75e-5	7	7	887
WP_011042196.1,AAZ25325.1,CBX85594.1	adenosine deaminase [Colwellia psychrerythraea],adenosine deaminase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.318	10	1.36e-4	6	6	888
WP_011043025.1,sp|Q482T6.1|RS15_COLP3,AAZ25653.1	MULTISPECIES: 30S ribosomal protein S15 [Colwellia],RecName: Full=Small ribosomal subunit protein uS15; AltName: Full=30S ribosomal protein S15,ribosomal protein S15 [Colwellia psychrerythraea 34H]	0.483	10	5.15e-4	2	2	889
WP_011043935.1,AAZ26494.1	50S ribosomal protein L3 N(5)-glutamine methyltransferase [Colwellia psychrerythraea],modification methylase, HemK family [Colwellia psychrerythraea 34H]	0.172	10	1.46e-4	5	5	890
WP_011044063.1,AAZ26926.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.142	10	8.57e-5	5	4	891
WP_011044393.1,AAZ27216.1	MULTISPECIES: phosphate signaling complex protein PhoU [Colwellia],phosphate transport system regulatory protein PhoU [Colwellia psychrerythraea 34H]	0.288	10	1.97e-4	5	5	892
WP_011044405.1,AAZ25512.1	DUF3549 family protein [Colwellia psychrerythraea],hypothetical protein CPS_3651 [Colwellia psychrerythraea 34H]	0.143	10	1.31e-4	3	3	893
WP_011044502.1,AAZ24599.1	MULTISPECIES: YehS family protein [Colwellia],hypothetical protein CPS_3749 [Colwellia psychrerythraea 34H]	0.256	10	2.02e-4	4	4	894
WP_011045202.1,sp|Q47VQ1.1|RSMH_COLP3,AAZ27604.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Colwellia psychrerythraea],RecName: Full=Ribosomal RNA small subunit methyltransferase H; AltName: Full=16S rRNA m(4)C1402 methyltransferase; AltName: Full=rRNA (cytosine-N(4)-)-methyltransferase RsmH,S-adenosyl-methyltransferase MraW [Colwellia psychrerythraea 34H]	0.133	10	1.45e-4	5	5	895
WP_011045275.1,AAZ25340.1,sp|Q47VH8.1|Y4546_COLP3	MULTISPECIES: RNase adapter RapZ [Colwellia],hypothetical protein CPS_4546 [Colwellia psychrerythraea 34H],RecName: Full=Nucleotide-binding protein CPS_4546	0.208	10	1.61e-4	4	4	896
