Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ28064.1,sp|Q47YC2.1|TRPD_COLP3,WP_011044284.1	anthranilate phosphoribosyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase [Colwellia psychrerythraea]	0.121	11	1.29e-4	4	4	912
AAZ28792.1	PhoH family protein [Colwellia psychrerythraea 34H]	0.230	11	9.83e-5	6	6	913
WP_049758064.1	MULTISPECIES: PhoH family protein [Colwellia]	0.233	11	9.93e-5	6	6	913
AAZ28808.1,WP_011045473.1	oxidoreductase, zinc-binding [Colwellia psychrerythraea 34H],MULTISPECIES: acrylyl-CoA reductase (NADPH) [Colwellia]	0.235	11	1.44e-4	6	6	914
AAZ28837.1,WP_011044146.1	hypothetical protein CPS_3384 [Colwellia psychrerythraea 34H],MULTISPECIES: hypothetical protein [Colwellia]	0.304	11	3.40e-4	3	3	915
WP_011041483.1,AAZ28059.1	succinylglutamate desuccinylase [Colwellia psychrerythraea],succinylglutamate desuccinylase [Colwellia psychrerythraea 34H]	0.184	11	1.19e-4	5	5	916
WP_011041847.1,AAZ27255.1	ABC transporter ATP-binding protein [Colwellia psychrerythraea],ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.294	11	1.44e-4	6	6	917
WP_011042009.1,AAZ24856.1	MULTISPECIES: class II aldolase/adducin family protein [Colwellia],class II aldolase/adducin domain protein [Colwellia psychrerythraea 34H]	0.266	11	1.84e-4	7	7	918
WP_011042346.1,AAZ28391.1	MULTISPECIES: flagellar motor switch protein FliN [Colwellia],flagellar motor switch protein FliN [Colwellia psychrerythraea 34H]	0.374	11	3.59e-4	3	3	919
WP_011042378.1,AAZ26329.1	MULTISPECIES: DUF2884 family protein [Colwellia],hypothetical protein CPS_1542 [Colwellia psychrerythraea 34H]	0.194	11	1.68e-4	5	5	920
WP_011042400.1,sp|Q485F9.1|FABZ_COLP3,AAZ24391.1	MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ [Colwellia],RecName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ; AltName: Full=(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase; Short=(3R)-hydroxymyristoyl-ACP dehydrase; AltName: Full=Beta-hydroxyacyl-ACP dehydratase,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ [Colwellia psychrerythraea 34H]	0.273	11	3.13e-4	5	5	921
WP_011042578.1,AAZ24946.1	MULTISPECIES: NCS2 family permease [Colwellia],xanthine/uracil permease family protein [Colwellia psychrerythraea 34H]	0.176	11	9.75e-5	5	5	922
WP_011042656.1,AAZ25854.1	MULTISPECIES: pentaheme c-type cytochrome TorC [Colwellia],cytochrome c-type protein TorC [Colwellia psychrerythraea 34H]	0.196	11	1.20e-4	5	5	923
WP_011043123.1,AAZ26929.1	MULTISPECIES: ABC transporter ATP-binding protein [Colwellia],ABC transporter, ATP-binding domain [Colwellia psychrerythraea 34H]	0.232	11	1.98e-4	4	4	924
WP_011043357.1,AAZ25996.1	VOC family protein [Colwellia psychrerythraea],hypothetical protein CPS_2548 [Colwellia psychrerythraea 34H]	0.516	11	3.73e-4	4	4	925
WP_011044063.1,AAZ26926.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.129	11	8.78e-5	5	4	926
WP_011044394.1,AAZ27746.1,sp|Q47Y12.1|PSTB_COLP3	MULTISPECIES: phosphate ABC transporter ATP-binding protein PstB [Colwellia],phosphate ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H],RecName: Full=Phosphate import ATP-binding protein PstB; AltName: Full=ABC phosphate transporter; AltName: Full=Phosphate-transporting ATPase	0.201	11	1.68e-4	5	5	927
WP_011044933.1,AAZ27198.1	DegT/DnrJ/EryC1/StrS family aminotransferase [Colwellia psychrerythraea],polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.274	11	1.20e-4	7	7	928
WP_011045322.1,AAZ26994.1,sp|Q47VD1.1|HSLO_COLP3	Hsp33 family molecular chaperone HslO [Colwellia psychrerythraea],chaperone protein HslO [Colwellia psychrerythraea 34H],RecName: Full=33 kDa chaperonin; AltName: Full=Heat shock protein 33 homolog; Short=HSP33	0.276	11	1.62e-4	6	6	929
WP_041738212.1	hypothetical protein [Colwellia psychrerythraea]	0.426	11	3.64e-4	4	4	930
AAZ24459.1	hypothetical protein CPS_4834 [Colwellia psychrerythraea 34H]	0.417	11	3.56e-4	4	4	930
pdb|5XWB|B,pdb|5XWB|A	Chain B, 3-phosphoshikimate 1-carboxyvinyltransferase,Chain A, 3-phosphoshikimate 1-carboxyvinyltransferase	0.152	11	1.05e-4	5	5	931
sp|Q482G5.1|AROA_COLP3,AAZ27668.1,WP_011043147.1	RecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS,3-phosphoshikimate 1-carboxyvinyltransferase [Colwellia psychrerythraea 34H],3-phosphoshikimate 1-carboxyvinyltransferase [Colwellia psychrerythraea]	0.160	11	1.10e-4	5	5	931
sp|Q487I6.1|CCME_COLP3,AAZ25135.1,WP_011041873.1	RecName: Full=Cytochrome c-type biogenesis protein CcmE; AltName: Full=Cytochrome c maturation protein E; AltName: Full=Heme chaperone CcmE,cytochrome c-type biogenesis protein CcmE [Colwellia psychrerythraea 34H],cytochrome c maturation protein CcmE [Colwellia psychrerythraea]	0.169	11	2.64e-4	4	4	932
AAZ24023.1,WP_011044903.1	DNA topoisomerase IV, A subunit [Colwellia psychrerythraea 34H],MULTISPECIES: DNA topoisomerase IV subunit A [Colwellia]	0.129	10	5.55e-5	6	6	933
AAZ24544.1,WP_011044014.1	acetolactate synthase III, small subunit [Colwellia psychrerythraea 34H],MULTISPECIES: acetolactate synthase small subunit [Colwellia]	0.303	10	2.59e-4	4	4	934
AAZ24723.1,WP_011045411.1	oxidoreductase, FAD-binding/iron-sulfur cluster-binding protein [Colwellia psychrerythraea 34H],FAD-binding and (Fe-S)-binding domain-containing protein [Colwellia psychrerythraea]	0.111	10	4.52e-5	7	7	935
AAZ24859.1,WP_011044767.1	formate dehydrogenase, beta subunit [Colwellia psychrerythraea 34H],formate dehydrogenase beta subunit [Colwellia psychrerythraea]	0.222	10	7.95e-5	6	5	936
AAZ25864.1	hypothetical protein CPS_3761 [Colwellia psychrerythraea 34H]	0.140	10	1.30e-4	4	0	937
AAZ26528.1	hypothetical protein CPS_0687 [Colwellia psychrerythraea 34H]	0.185	10	1.72e-4	3	3	938
WP_238383583.1	class I SAM-dependent methyltransferase [Colwellia psychrerythraea]	0.183	10	1.70e-4	3	3	938
AAZ27065.1,WP_011043399.1	nitroreductase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: nitroreductase family protein [Colwellia]	0.232	10	2.16e-4	3	3	939
AAZ27407.1,WP_011041316.1	cystathionine gamma-synthase [Colwellia psychrerythraea 34H],cystathionine gamma-synthase [Colwellia psychrerythraea]	0.173	10	1.10e-4	5	5	940
AAZ27978.1	ribosomal protein L35 [Colwellia psychrerythraea 34H]	0.089	10	4.23e-4	2	2	941
WP_033094689.1,sp|Q480B1.2|RL35_COLP3	MULTISPECIES: 50S ribosomal protein L35 [Colwellia],RecName: Full=Large ribosomal subunit protein bL35; AltName: Full=50S ribosomal protein L35	0.141	10	6.67e-4	2	2	941
AAZ28759.1,WP_011042255.1	ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H],DEAD/DEAH box helicase [Colwellia psychrerythraea]	0.214	10	1.07e-4	6	6	942
WP_011041329.1,AAZ28815.1	PilN domain-containing protein [Colwellia psychrerythraea],type IV pilus biogenesis protein PilN [Colwellia psychrerythraea 34H]	0.245	10	2.27e-4	3	3	943
WP_011041862.1,AAZ24879.1	MULTISPECIES: LacI family DNA-binding transcriptional regulator [Colwellia],transcriptional regulator, LacI family [Colwellia psychrerythraea 34H]	0.156	10	1.26e-4	3	3	944
WP_011042577.1,AAZ26901.1	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Colwellia],hypoxanthine phosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.386	10	2.43e-4	5	5	945
WP_011043034.1,AAZ25060.1	MULTISPECIES: succinate dehydrogenase, cytochrome b556 subunit [Colwellia],succinate dehydrogenase, cytochrome b556 subunit [Colwellia psychrerythraea 34H]	0.194	10	3.44e-4	2	2	946
WP_011043129.1,AAZ25044.1	lysozyme inhibitor LprI family protein [Colwellia psychrerythraea],hypothetical protein CPS_2315 [Colwellia psychrerythraea 34H]	0.210	10	2.99e-4	3	3	947
WP_011043368.1,AAZ25245.1	MULTISPECIES: alanine/glycine:cation symporter family protein [Colwellia],amino acid carrier protein [Colwellia psychrerythraea 34H]	0.073	10	8.39e-5	3	3	948
WP_011043434.1,AAZ26727.1	acetyl-CoA C-acetyltransferase [Colwellia psychrerythraea],acetyl-CoA acetyltransferase [Colwellia psychrerythraea 34H]	0.251	10	1.06e-4	5	5	949
WP_011043564.1,AAZ27385.1	outer membrane lipoprotein periplasmic chaperone LolA [Colwellia psychrerythraea],outer membrane lipoprotein carrier protein LolA [Colwellia psychrerythraea 34H]	0.369	10	1.75e-4	4	4	950
WP_011044117.1,AAZ26473.1	MULTISPECIES: ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase [Colwellia],glyceraldehyde-3-phosphate dehydrogenase, type I [Colwellia psychrerythraea 34H]	0.307	10	1.27e-4	6	5	951
WP_011044405.1,AAZ25512.1	DUF3549 family protein [Colwellia psychrerythraea],hypothetical protein CPS_3651 [Colwellia psychrerythraea 34H]	0.163	10	1.22e-4	3	3	952
WP_011044502.1,AAZ24599.1	MULTISPECIES: YehS family protein [Colwellia],hypothetical protein CPS_3749 [Colwellia psychrerythraea 34H]	0.344	10	1.88e-4	5	5	953
WP_011045319.1,AAZ26931.1	type II secretion system secretin GspD [Colwellia psychrerythraea],general secretion pathway protein D [Colwellia psychrerythraea 34H]	0.109	10	6.13e-5	7	7	954
WP_011045364.1,AAZ24754.1	MULTISPECIES: cyclic pyranopterin monophosphate synthase MoaC [Colwellia],molybdenum cofactor biosynthesis protein C [Colwellia psychrerythraea 34H]	0.371	10	2.44e-4	5	5	955
WP_011045413.1,AAZ24513.1	MULTISPECIES: LutB/LldF family L-lactate oxidation iron-sulfur protein [Colwellia],iron-sulfur cluster-binding protein [Colwellia psychrerythraea 34H]	0.122	10	8.68e-5	4	4	956
WP_041736518.1	fatty acid cis/trans isomerase [Colwellia psychrerythraea]	0.108	10	5.37e-5	5	5	957
AAZ24945.1	fatty acid cis/trans isomerase [Colwellia psychrerythraea 34H]	0.111	10	5.52e-5	5	5	957
WP_041737191.1	XrtA-associated tyrosine autokinase [Colwellia psychrerythraea]	0.182	10	1.44e-4	5	4	958
gi|220975854|gb|EED94182.1|,gi|223998146|ref|XP_002288746.1|	member of the clp superfamily, regulatory gamma subunit [Thalassiosira pseudonana CCMP1335]	0.012	10	4.80e-5	2	0	959
gi|224004316|ref|XP_002295809.1|,gi|209585841|gb|ACI64526.1|	chaperone, heat shock protein 70 [Thalassiosira pseudonana CCMP1335]	0.036	10	6.37e-5	3	1	960
sp|Q47U36.1|MNME_COLP3,WP_011045767.1,AAZ23973.1	RecName: Full=tRNA modification GTPase MnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE [Colwellia psychrerythraea],tRNA modification GTPase TrmE [Colwellia psychrerythraea 34H]	0.202	10	9.07e-5	7	7	961
sp|Q47XB5.1|HIS5_COLP3,WP_011044641.1,AAZ28140.1	RecName: Full=Imidazole glycerol phosphate synthase subunit HisH; AltName: Full=IGP synthase glutaminase subunit; AltName: Full=IGP synthase subunit HisH; AltName: Full=ImGP synthase subunit HisH; Short=IGPS subunit HisH,imidazole glycerol phosphate synthase subunit HisH [Colwellia psychrerythraea],imidazole glycerol phosphate synthase, glutamine amidotransferase subunit [Colwellia psychrerythraea 34H]	0.338	10	1.90e-4	4	4	962
sp|Q48AL2.1|PLSB_COLP3,AAZ27641.1,WP_011041008.1	RecName: Full=Glycerol-3-phosphate acyltransferase; Short=GPAT,glycerol-3-phosphate acyltransferase [Colwellia psychrerythraea 34H],glycerol-3-phosphate 1-O-acyltransferase PlsB [Colwellia psychrerythraea]	0.086	10	5.27e-5	4	4	963
AAZ24112.1,WP_011041821.1	transcription regulator, LacI family [Colwellia psychrerythraea 34H],MULTISPECIES: LacI family DNA-binding transcriptional regulator [Colwellia]	0.162	9	1.13e-4	4	4	964
AAZ24617.1,WP_011042305.1	putative lipoprotein [Colwellia psychrerythraea 34H],FlgO family outer membrane protein [Colwellia psychrerythraea]	0.266	9	1.80e-4	5	5	965
AAZ24979.1,WP_011042276.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.123	9	6.00e-5	5	4	966
AAZ25303.1,WP_011043664.1	heavy metal efflux pump, CzcA family [Colwellia psychrerythraea 34H],efflux RND transporter permease subunit [Colwellia psychrerythraea]	0.112	9	3.61e-5	6	6	967
AAZ25329.1,WP_011042374.1	hypothetical protein CPS_1538 [Colwellia psychrerythraea 34H],DUF2986 domain-containing protein [Colwellia psychrerythraea]	0.321	9	7.25e-4	2	2	968
AAZ25367.1,WP_011044352.1	hypothetical protein CPS_3598 [Colwellia psychrerythraea 34H],YceI family protein [Colwellia psychrerythraea]	0.307	9	1.93e-4	5	5	969
AAZ25779.1,WP_011041668.1	putative esterase [Colwellia psychrerythraea 34H],MULTISPECIES: S-formylglutathione hydrolase [Colwellia]	0.392	9	1.36e-4	6	6	970
AAZ26059.1,WP_011042401.1	acyl-(acyl-carrier-protein)--UDP-N-acetylglucosamine O-acyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase [Colwellia]	0.281	9	1.50e-4	3	3	971
AAZ26178.1,WP_011043466.1	ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H],DEAD/DEAH box helicase [Colwellia psychrerythraea]	0.115	9	9.63e-5	3	2	972
AAZ26583.1,WP_011045074.1	ATPase, AFG1 family [Colwellia psychrerythraea 34H],cell division protein ZapE [Colwellia psychrerythraea]	0.256	9	1.04e-4	6	6	973
AAZ26586.1,WP_011041029.1	beta-lactamase [Colwellia psychrerythraea 34H],serine hydrolase [Colwellia psychrerythraea]	0.146	9	7.31e-5	5	5	974
AAZ27115.1,WP_011042669.1	hypothetical protein CPS_1845 [Colwellia psychrerythraea 34H],MULTISPECIES: tellurite resistance TerB family protein [Colwellia]	0.313	9	2.56e-4	4	4	975
AAZ27522.1,WP_011045388.1	aminotransferase, class III [Colwellia psychrerythraea 34H],MULTISPECIES: aspartate aminotransferase family protein [Colwellia]	0.126	9	8.52e-5	4	4	976
AAZ27587.1,WP_011045730.1	hypothetical protein CPS_5011 [Colwellia psychrerythraea 34H],glycosyltransferase [Colwellia psychrerythraea]	0.086	9	9.71e-5	3	3	977
AAZ27874.1,sp|Q48A22.1|HFQ_COLP3,WP_011041198.1	host factor-I protein [Colwellia psychrerythraea 34H],RecName: Full=RNA-binding protein Hfq,MULTISPECIES: RNA chaperone Hfq [Colwellia]	0.518	9	4.63e-4	3	3	978
AAZ27976.1,WP_011041088.1	transcriptional regulator, TetR family [Colwellia psychrerythraea 34H],MULTISPECIES: TetR/AcrR family transcriptional regulator [Colwellia]	0.248	9	1.76e-4	5	5	979
AAZ28473.1,WP_011043119.1	hydrolase, TatD family [Colwellia psychrerythraea 34H],TatD family hydrolase [Colwellia psychrerythraea]	0.224	9	1.51e-4	4	4	980
CAY05511.1,AAZ26220.1	unnamed protein product [Colwellia psychrerythraea 34H],putative Xaa-Pro dipeptidase [Colwellia psychrerythraea 34H]	0.228	9	8.86e-5	6	6	981
WP_138140352.1	metal-dependent hydrolase family protein [Colwellia psychrerythraea]	0.230	9	8.94e-5	6	6	981
WP_011041041.1,AAZ25915.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_0166 [Colwellia psychrerythraea 34H]	0.227	9	2.36e-4	4	4	982
WP_011041331.1,AAZ27270.1	pilus assembly protein PilP [Colwellia psychrerythraea],type IV pilus biogenesis protein PilP [Colwellia psychrerythraea 34H]	0.473	9	2.09e-4	5	5	983
WP_011041453.1,AAZ27834.1	S10 family peptidase [Colwellia psychrerythraea],serine carboxypeptidase [Colwellia psychrerythraea 34H]	0.127	9	7.64e-5	4	4	984
WP_011041583.1,AAZ26764.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_0733 [Colwellia psychrerythraea 34H]	0.143	9	9.83e-5	4	4	985
WP_011041815.1,AAZ25886.1,sp|Q487P4.1|EFP_COLP3	MULTISPECIES: elongation factor P [Colwellia],translation elongation factor P [Colwellia psychrerythraea 34H],RecName: Full=Elongation factor P; Short=EF-P	0.157	9	2.01e-4	2	2	986
WP_011042000.1,AAZ27930.1	MULTISPECIES: cobalamin-binding protein [Colwellia],putative vitamin B12 transport protein BtuF [Colwellia psychrerythraea 34H]	0.231	9	1.31e-4	5	5	987
WP_011043007.1,AAZ24898.1	M28 family peptidase [Colwellia psychrerythraea],putative peptidase, M28 family [Colwellia psychrerythraea 34H]	0.151	9	7.84e-5	5	5	988
WP_011043266.1,AAZ26711.1	GTPase HflX [Colwellia psychrerythraea],putative GTP-binding protein HflX [Colwellia psychrerythraea 34H]	0.134	9	8.45e-5	5	5	989
WP_011043729.1,AAZ24757.1,sp|Q47ZY2.1|QUEC2_COLP3	7-cyano-7-deazaguanine synthase QueC [Colwellia psychrerythraea],exsB protein [Colwellia psychrerythraea 34H],RecName: Full=7-cyano-7-deazaguanine synthase 2; AltName: Full=7-cyano-7-carbaguanine synthase 2; AltName: Full=PreQ(0) synthase 2; AltName: Full=Queuosine biosynthesis protein QueC 2	0.342	9	1.76e-4	4	4	990
WP_011044293.1,AAZ24878.1,sp|Q47YB3.1|QUEF_COLP3	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF [Colwellia psychrerythraea],GTP cyclohydrolase I family protein [Colwellia psychrerythraea 34H],RecName: Full=NADPH-dependent 7-cyano-7-deazaguanine reductase; AltName: Full=7-cyano-7-carbaguanine reductase; AltName: Full=NADPH-dependent nitrile oxidoreductase; AltName: Full=PreQ(0) reductase	0.304	9	1.34e-4	5	5	991
WP_011044297.1,AAZ27811.1	nucleotide 5'-monophosphate nucleosidase PpnN [Colwellia psychrerythraea],lysine decarboxylase family protein [Colwellia psychrerythraea 34H]	0.136	9	8.58e-5	5	5	992
WP_011044908.1,AAZ26090.1	DNA topoisomerase IV subunit B [Colwellia psychrerythraea],DNA topoisomerase IV, B subunit [Colwellia psychrerythraea 34H]	0.096	9	6.12e-5	5	5	993
WP_011045268.1,AAZ27209.1	3-deoxy-manno-octulosonate-8-phosphatase KdsC [Colwellia psychrerythraea],phosphatase, YrbI family [Colwellia psychrerythraea 34H]	0.254	9	2.12e-4	4	4	994
WP_011045285.1,AAZ28327.1	ribonuclease G [Colwellia psychrerythraea],ribonuclease G [Colwellia psychrerythraea 34H]	0.153	9	7.93e-5	6	6	995
WP_011045536.1,AAZ24747.1	peptide-methionine (S)-S-oxide reductase MsrA [Colwellia psychrerythraea],peptide methionine sulfoxide reductase MsrA [Colwellia psychrerythraea 34H]	0.201	9	2.09e-4	3	2	996
WP_041737056.1	MULTISPECIES: YgiQ family radical SAM protein [Colwellia]	0.106	9	5.01e-5	6	6	997
AAZ28220.1	radical SAM domain protein [Colwellia psychrerythraea 34H]	0.108	9	5.11e-5	6	6	997
WP_041737130.1	MULTISPECIES: HlyC/CorC family transporter [Colwellia]	0.178	9	8.98e-5	6	6	998
AAZ28504.1	putative magnesium and cobalt efflux protein CorB [Colwellia psychrerythraea 34H]	0.181	9	9.13e-5	6	6	998
WP_041737156.1	hypothetical protein [Colwellia psychrerythraea]	0.287	9	1.20e-4	5	5	999
WP_138140322.1	DUF3581 family protein [Colwellia psychrerythraea]	0.225	9	1.60e-4	6	2	1000
gi|2050584451|gb|QWM92992.1|,gi|118411128|ref|YP_874522.1|,gi|116739875|gb|ABK20745.1|,gi|125987655|sp|A0T0R0.1|RPOC1_THAPS	RNA polymerase beta' subunit (chloroplast) [Thalassiosira pseudonana],DNA-directed RNA polymerase beta' chain (chloroplast) [Thalassiosira pseudonana],RecName: Full=DNA-directed RNA polymerase subunit beta'; AltName: Full=PEP; AltName: Full=Plastid-encoded RNA polymerase subunit beta'; Short=RNA polymerase subunit beta'	0.010	9	5.25e-5	1	0	1001
gi|220967778|gb|EED86154.1|,gi|224015732|ref|XP_002297514.1|	hypothetical protein THAPSDRAFT_bd997 [Thalassiosira pseudonana CCMP1335]	0.010	9	5.52e-5	1	0	1001
gi|220975807|gb|EED94135.1|,gi|223998052|ref|XP_002288699.1|	glycine decarboxylase p-protein [Thalassiosira pseudonana CCMP1335]	0.017	9	3.95e-5	3	0	1002
gi|223997788|ref|XP_002288567.1|,gi|220975675|gb|EED94003.1|	heat shock protein/chaperone [Thalassiosira pseudonana CCMP1335]	0.025	9	5.97e-5	2	0	1003
sp|Q47WD4.1|SELO_COLP3,AAZ26779.1,WP_011044969.1	RecName: Full=Protein nucleotidyltransferase YdiU; AltName: Full=Protein adenylyltransferase YdiU; AltName: Full=Protein uridylyltransferase YdiU,hypothetical protein CPS_4238 [Colwellia psychrerythraea 34H],MULTISPECIES: protein adenylyltransferase SelO [Colwellia]	0.224	9	7.67e-5	7	7	1004
sp|Q47YH9.1|ZIPA_COLP3,AAZ26162.1,WP_011044227.1	RecName: Full=Cell division protein ZipA,putative cell division protein ZipA [Colwellia psychrerythraea 34H],MULTISPECIES: cell division protein ZipA [Colwellia]	0.168	9	1.01e-4	5	5	1005
sp|Q486Y7.1|HSCB_COLP3,WP_011041972.1,AAZ28735.1	RecName: Full=Co-chaperone protein HscB homolog,MULTISPECIES: co-chaperone HscB [Colwellia],co-chaperone Hsc20 [Colwellia psychrerythraea 34H]	0.389	9	2.20e-4	5	5	1006
AAZ24390.1,WP_011043422.1	hypothetical protein CPS_2614 [Colwellia psychrerythraea 34H],6-carboxytetrahydropterin synthase [Colwellia psychrerythraea]	0.128	8	1.15e-4	4	4	1007
AAZ24425.1,WP_011045744.1	polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H],XrtA/PEP-CTERM system exopolysaccharide export protein [Colwellia psychrerythraea]	0.128	8	1.62e-4	2	2	1008
AAZ24601.1,WP_011044490.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],MULTISPECIES: TonB-dependent receptor [Colwellia]	0.046	8	3.44e-5	5	4	1009
AAZ24748.1,WP_011045242.1	octaprenyl-diphosphate synthase [Colwellia psychrerythraea 34H],MULTISPECIES: octaprenyl diphosphate synthase [Colwellia]	0.309	8	1.04e-4	5	5	1010
AAZ24969.1	rdgB protein [Colwellia psychrerythraea 34H]	0.249	8	1.67e-4	3	3	1011
WP_198560075.1	MULTISPECIES: RdgB/HAM1 family non-canonical purine NTP pyrophosphatase [Colwellia]	0.248	8	1.66e-4	3	3	1011
AAZ25020.1,WP_011043090.1	HIT family protein [Colwellia psychrerythraea 34H],HIT domain-containing protein [Colwellia psychrerythraea]	0.526	8	2.95e-4	4	4	1012
AAZ25106.1,WP_011042453.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.195	8	6.66e-5	6	5	1013
AAZ25205.1,WP_011042880.1	formate dehydrogenase, alpha subunit [Colwellia psychrerythraea 34H],formate dehydrogenase subunit alpha [Colwellia psychrerythraea]	0.047	8	3.53e-5	4	0	1014
AAZ25445.1,WP_011040946.1	hemY protein [Colwellia psychrerythraea 34H],heme biosynthesis protein HemY [Colwellia psychrerythraea]	0.191	8	8.48e-5	6	5	1015
AAZ25649.1,WP_011045442.1	alkyl hydroperoxide reductase, subunit C [Colwellia psychrerythraea 34H],MULTISPECIES: alkyl hydroperoxide reductase subunit C [Colwellia]	0.286	8	1.81e-4	4	4	1016
AAZ25658.1,WP_011045592.1	putative membrane protein [Colwellia psychrerythraea 34H],urate hydroxylase PuuD [Colwellia psychrerythraea]	0.087	8	8.52e-5	3	3	1017
AAZ26397.1,WP_011041880.1	cytochrome c-type biogenesis protein CcmH [Colwellia psychrerythraea 34H],cytochrome c-type biogenesis protein [Colwellia psychrerythraea]	0.252	8	2.20e-4	3	3	1018
AAZ27040.1,WP_011045590.1	ureidoglycolate hydrolase [Colwellia psychrerythraea 34H],ureidoglycolate lyase [Colwellia psychrerythraea]	0.194	8	2.01e-4	3	3	1019
AAZ27819.1,WP_011044782.1	NADPH-dependent F420 reductase [Colwellia psychrerythraea 34H],NADPH-dependent F420 reductase [Colwellia psychrerythraea]	0.476	8	1.52e-4	6	6	1020
AAZ27941.1,sp|Q484R7.1|LIPB_COLP3,WP_011042542.1	lipoate-protein ligase B [Colwellia psychrerythraea 34H],RecName: Full=Octanoyltransferase; AltName: Full=Lipoate-protein ligase B; AltName: Full=Lipoyl/octanoyl transferase; AltName: Full=Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase,MULTISPECIES: lipoyl(octanoyl) transferase LipB [Colwellia]	0.200	8	1.45e-4	5	5	1021
AAZ28771.1,WP_011045333.1	glyoxalase family protein [Colwellia psychrerythraea 34H],VOC family protein [Colwellia psychrerythraea]	0.355	8	1.21e-4	6	6	1022
CBG18771.1,sp|Q47W60.1|PANB_COLP3,AAZ24014.1,WP_011045043.1,CBV32126.1	unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: 3-methyl-2-oxobutanoate hydroxymethyltransferase [Colwellia]	0.280	8	1.29e-4	4	4	1023
CBN69966.1,WP_011043130.1,AAZ28352.1	unnamed protein product [Colwellia psychrerythraea 34H],YciI family protein [Colwellia psychrerythraea],YCII-related domain protein [Colwellia psychrerythraea 34H]	0.170	8	3.42e-4	2	2	1024
WP_011041323.1,AAZ25094.1	ornithine carbamoyltransferase [Colwellia psychrerythraea],ornithine carbamoyltransferase [Colwellia psychrerythraea 34H]	0.102	8	1.09e-4	3	3	1025
WP_011041330.1,AAZ26877.1	type IV pilus inner membrane component PilO [Colwellia psychrerythraea],type IV pilus biogenesis protein PilO [Colwellia psychrerythraea 34H]	0.288	8	1.73e-4	4	4	1026
WP_011042178.1,AAZ25691.1	MULTISPECIES: hypothetical protein [Colwellia],hypothetical protein CPS_1341 [Colwellia psychrerythraea 34H]	0.288	8	1.59e-4	4	4	1027
WP_011042269.1,AAZ24282.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase [Colwellia psychrerythraea],methylmalonate-semialdehyde dehydrogenase [Colwellia psychrerythraea 34H]	0.213	8	6.86e-5	6	6	1028
WP_011042334.1,AAZ26500.1	sigma-54 interaction domain-containing protein [Colwellia psychrerythraea],flagellar regulatory protein A [Colwellia psychrerythraea 34H]	0.147	8	6.71e-5	5	5	1029
WP_011043009.1,AAZ28303.1	MULTISPECIES: pyridoxal-phosphate-dependent aminotransferase family protein [Colwellia],aminotransferase, class V [Colwellia psychrerythraea 34H]	0.172	8	9.16e-5	5	5	1030
WP_011043080.1,AAZ26087.1	class II glutamine amidotransferase [Colwellia psychrerythraea],glutamine amidotransferase, class II [Colwellia psychrerythraea 34H]	0.268	8	1.29e-4	5	5	1031
