Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ25020.1,WP_011043090.1	HIT family protein [Colwellia psychrerythraea 34H],HIT domain-containing protein [Colwellia psychrerythraea]	0.345	9	3.12e-4	3	3	1036
AAZ26556.1,WP_011042952.1	hypothetical protein CPS_2132 [Colwellia psychrerythraea 34H],MULTISPECIES: U32 family peptidase [Colwellia]	0.276	9	1.24e-4	6	6	1037
AAZ26599.1,WP_011040906.1	hypothetical protein CPS_0016 [Colwellia psychrerythraea 34H],TolB family protein [Colwellia psychrerythraea]	0.044	9	3.70e-5	4	4	1038
AAZ26854.1	Na+/H+ antiporter NhaD [Colwellia psychrerythraea 34H]	0.047	9	8.09e-5	2	2	1039
WP_041737099.1	MULTISPECIES: sodium:proton antiporter NhaD [Colwellia]	0.045	9	7.77e-5	2	2	1039
AAZ26920.1,WP_011045110.1	ribosome small subunit-dependent GTPase A [Colwellia psychrerythraea 34H],MULTISPECIES: small ribosomal subunit biogenesis GTPase RsgA [Colwellia]	0.247	9	1.03e-4	5	5	1040
AAZ26979.1,WP_011043455.1	hypothetical protein CPS_2647 [Colwellia psychrerythraea 34H],AGE family epimerase/isomerase [Colwellia psychrerythraea]	0.182	9	9.27e-5	5	5	1041
AAZ27139.1,WP_011043625.1	putative AcnD-accessory protein PrpF [Colwellia psychrerythraea 34H],2-methylaconitate cis-trans isomerase PrpF [Colwellia psychrerythraea]	0.154	9	9.13e-5	4	4	1042
AAZ27381.1,WP_011045771.1,sp|Q47U32.1|RL34_COLP3	ribosomal protein L34 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L34 [Colwelliaceae],RecName: Full=Large ribosomal subunit protein bL34; AltName: Full=50S ribosomal protein L34	0.205	9	8.23e-4	2	2	1043
AAZ27541.1,WP_011042308.1	negative regulator of flagellin synthesis FlgM [Colwellia psychrerythraea 34H],flagellar biosynthesis anti-sigma factor FlgM [Colwellia psychrerythraea]	0.402	9	3.55e-4	4	4	1044
AAZ27819.1,WP_011044782.1	NADPH-dependent F420 reductase [Colwellia psychrerythraea 34H],NADPH-dependent F420 reductase [Colwellia psychrerythraea]	0.471	9	1.61e-4	6	6	1045
AAZ27880.1,WP_011044819.1,sp|Q47WT4.1|RF2_COLP3	peptide chain release factor 2, programmed frameshift [Colwellia psychrerythraea 34H],MULTISPECIES: peptide chain release factor 2 [Colwellia],RecName: Full=Peptide chain release factor 2; Short=RF-2	0.189	9	9.93e-5	5	5	1046
AAZ28078.1	hypothetical protein CPS_1279 [Colwellia psychrerythraea 34H]	0.276	9	3.12e-4	3	3	1047
WP_138140243.1	hypothetical protein [Colwellia psychrerythraea]	0.283	9	3.21e-4	3	3	1047
AAZ28447.1	hypothetical protein CPS_4204 [Colwellia psychrerythraea 34H]	0.125	9	8.09e-5	4	4	1048
WP_138140316.1	capsule assembly Wzi family protein [Colwellia psychrerythraea]	0.121	9	7.82e-5	4	4	1048
AAZ28734.1,WP_011040954.1,CAV23201.1	HAD-superfamily hydrolase, subfamily IA, variant 1 family protein [Colwellia psychrerythraea 34H],HAD-IA family hydrolase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H]	0.206	9	1.41e-4	4	4	1049
AAZ28788.1,WP_011043427.1	tellurite resistance protein TehB [Colwellia psychrerythraea 34H],MULTISPECIES: tellurite resistance methyltransferase TehB [Colwellia]	0.362	9	1.93e-4	5	5	1050
CBG18771.1,sp|Q47W60.1|PANB_COLP3,AAZ24014.1,WP_011045043.1,CBV32126.1	unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: 3-methyl-2-oxobutanoate hydroxymethyltransferase [Colwellia]	0.246	9	1.37e-4	4	4	1051
CBN69966.1,WP_011043130.1,AAZ28352.1	unnamed protein product [Colwellia psychrerythraea 34H],YciI family protein [Colwellia psychrerythraea],YCII-related domain protein [Colwellia psychrerythraea 34H]	0.170	9	3.62e-4	2	2	1052
WP_011040965.1,AAZ28223.1	NAD(P)H-dependent oxidoreductase [Colwellia psychrerythraea],hypothetical protein CPS_0090 [Colwellia psychrerythraea 34H]	0.210	9	1.73e-4	3	3	1053
WP_011041268.1,AAZ27395.1	peptide deformylase [Colwellia psychrerythraea],polypeptide deformylase [Colwellia psychrerythraea 34H]	0.229	9	2.18e-4	3	3	1054
WP_011041583.1,AAZ26764.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_0733 [Colwellia psychrerythraea 34H]	0.184	9	9.27e-5	5	5	1055
WP_011042346.1,AAZ28391.1	MULTISPECIES: flagellar motor switch protein FliN [Colwellia],flagellar motor switch protein FliN [Colwellia psychrerythraea 34H]	0.374	9	2.77e-4	3	3	1056
WP_011042761.1,AAZ27657.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.076	9	5.47e-5	4	3	1057
WP_011043100.1,AAZ27724.1	MULTISPECIES: DUF4339 domain-containing protein [Colwellia],hypothetical protein CPS_2286 [Colwellia psychrerythraea 34H]	0.462	9	2.53e-4	5	5	1058
WP_011043129.1,AAZ25044.1	lysozyme inhibitor LprI family protein [Colwellia psychrerythraea],hypothetical protein CPS_2315 [Colwellia psychrerythraea 34H]	0.294	9	2.53e-4	4	4	1059
WP_011043462.1,AAZ28315.1	basic secretory protein-like protein [Colwellia psychrerythraea],PKD domain protein [Colwellia psychrerythraea 34H]	0.097	9	5.25e-5	4	4	1060
WP_011043762.1,AAZ24691.1	RNA-binding S4 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_2973 [Colwellia psychrerythraea 34H]	0.379	9	2.92e-4	4	4	1061
WP_011043935.1,AAZ26494.1	50S ribosomal protein L3 N(5)-glutamine methyltransferase [Colwellia psychrerythraea],modification methylase, HemK family [Colwellia psychrerythraea 34H]	0.153	9	1.15e-4	4	4	1062
WP_011044394.1,AAZ27746.1,sp|Q47Y12.1|PSTB_COLP3	MULTISPECIES: phosphate ABC transporter ATP-binding protein PstB [Colwellia],phosphate ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H],RecName: Full=Phosphate import ATP-binding protein PstB; AltName: Full=ABC phosphate transporter; AltName: Full=Phosphate-transporting ATPase	0.201	9	1.30e-4	5	5	1063
WP_011044512.1,AAZ28563.1	MULTISPECIES: late competence development ComFB family protein [Colwellia],hypothetical protein CPS_3759 [Colwellia psychrerythraea 34H]	0.382	9	4.07e-4	3	3	1064
WP_011044908.1,AAZ26090.1	DNA topoisomerase IV subunit B [Colwellia psychrerythraea],DNA topoisomerase IV, B subunit [Colwellia psychrerythraea 34H]	0.102	9	5.77e-5	4	4	1065
WP_011045137.1,AAZ24484.1	HDOD domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_4407 [Colwellia psychrerythraea 34H]	0.236	9	1.29e-4	5	5	1066
WP_011045272.1,AAZ28160.1	MULTISPECIES: RNA polymerase factor sigma-54 [Colwellia],RNA polymerase sigma-54 factor [Colwellia psychrerythraea 34H]	0.164	9	7.17e-5	6	6	1067
WP_011045536.1,AAZ24747.1	peptide-methionine (S)-S-oxide reductase MsrA [Colwellia psychrerythraea],peptide methionine sulfoxide reductase MsrA [Colwellia psychrerythraea 34H]	0.201	9	1.97e-4	3	2	1068
WP_041737153.1	phospholipid ABC transporter ATP-binding protein MlaF [Colwellia psychrerythraea]	0.254	9	1.31e-4	4	4	1069
AAZ24087.1	ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.262	9	1.36e-4	4	4	1069
WP_041738008.1	glutaredoxin family protein [Colwellia psychrerythraea]	0.451	9	2.97e-4	3	3	1070
AAZ27965.1	hypothetical protein CPS_3634 [Colwellia psychrerythraea 34H]	0.444	9	2.92e-4	3	3	1070
WP_041738212.1	hypothetical protein [Colwellia psychrerythraea]	0.248	9	2.81e-4	3	3	1071
AAZ24459.1	hypothetical protein CPS_4834 [Colwellia psychrerythraea 34H]	0.242	9	2.74e-4	3	3	1071
WP_049757950.1	enoyl-CoA hydratase-related protein [Colwellia psychrerythraea]	0.171	9	1.48e-4	2	2	1072
AAZ25815.1	enoyl-CoA hydratase/isomerase family protein [Colwellia psychrerythraea 34H]	0.174	9	1.50e-4	2	2	1072
gi|118411216|ref|YP_874610.1|,gi|2050584504|gb|QWM93045.1|,gi|125987677|sp|A0T0Z8.1|RR12_THAPS,gi|116739963|gb|ABK20833.1|	ribosomal protein S12 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS12c; AltName: Full=30S ribosomal protein S12, chloroplastic,30S ribosomal protein S12 (chloroplast) [Thalassiosira pseudonana]	0.121	9	2.92e-4	2	0	1073
gi|20178293|sp|P08729|K2C7_HUMAN	(CONTAMINANT) Keratin, type II cytoskeletal 7 (Cytokeratin 7) (K7) (CK 7) (Sarcolectin)	0.038	9	7.72e-5	2	0	1074
sp|Q47XB5.1|HIS5_COLP3,WP_011044641.1,AAZ28140.1	RecName: Full=Imidazole glycerol phosphate synthase subunit HisH; AltName: Full=IGP synthase glutaminase subunit; AltName: Full=IGP synthase subunit HisH; AltName: Full=ImGP synthase subunit HisH; Short=IGPS subunit HisH,imidazole glycerol phosphate synthase subunit HisH [Colwellia psychrerythraea],imidazole glycerol phosphate synthase, glutamine amidotransferase subunit [Colwellia psychrerythraea 34H]	0.333	9	1.61e-4	4	4	1075
sp|Q47ZU5.1|TTCA_COLP3,WP_011043763.1,AAZ25342.1	RecName: Full=tRNA-cytidine(32) 2-sulfurtransferase; AltName: Full=Two-thiocytidine biosynthesis protein A; AltName: Full=tRNA 2-thiocytidine biosynthesis protein TtcA,tRNA 2-thiocytidine(32) synthetase TtcA [Colwellia psychrerythraea],PP-loop family protein [Colwellia psychrerythraea 34H]	0.255	9	1.15e-4	5	5	1076
AAZ23995.1,WP_011042026.1	long-chain-fatty-acid--CoA ligase [Colwellia psychrerythraea 34H],MULTISPECIES: long-chain-fatty-acid--CoA ligase FadD [Colwellia]	0.122	8	5.84e-5	5	5	1077
AAZ24112.1,WP_011041821.1	transcription regulator, LacI family [Colwellia psychrerythraea 34H],MULTISPECIES: LacI family DNA-binding transcriptional regulator [Colwellia]	0.212	8	9.50e-5	6	6	1078
AAZ24376.1,WP_011042915.1	putative acylneuraminate cytidylyltransferase [Colwellia psychrerythraea 34H],pseudaminic acid cytidylyltransferase [Colwellia psychrerythraea]	0.238	8	1.39e-4	5	5	1079
AAZ24504.1,WP_011045404.1	putative transcriptional regulator [Colwellia psychrerythraea 34H],HTH-type transcriptional regulator PuuR [Colwellia psychrerythraea]	0.411	8	1.79e-4	6	6	1080
AAZ24654.1,WP_011041444.1	polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H],polysaccharide biosynthesis protein [Colwellia psychrerythraea]	0.142	8	4.98e-5	6	6	1081
AAZ24859.1,WP_011044767.1	formate dehydrogenase, beta subunit [Colwellia psychrerythraea 34H],formate dehydrogenase beta subunit [Colwellia psychrerythraea]	0.145	8	6.00e-5	4	3	1082
AAZ25466.1,WP_011044223.1	proline/sodium symporter [Colwellia psychrerythraea 34H],MULTISPECIES: sodium/proline symporter PutP [Colwellia]	0.099	8	6.51e-5	3	3	1083
AAZ25491.1,WP_011045742.1	bacterial sugar transferase domain protein [Colwellia psychrerythraea 34H],TIGR03013 family XrtA/PEP-CTERM system glycosyltransferase [Colwellia psychrerythraea]	0.133	8	6.90e-5	5	5	1084
AAZ25561.1,WP_011044707.1	hypothetical protein CPS_3963 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF6172 family protein [Colwellia]	0.619	8	3.07e-4	3	3	1085
AAZ25581.1,WP_011040910.1	polypeptide deformylase [Colwellia psychrerythraea 34H],peptide deformylase [Colwellia psychrerythraea]	0.135	8	1.88e-4	2	2	1086
AAZ25689.1,WP_011043553.1	putative ornithine cyclodeaminase [Colwellia psychrerythraea 34H],bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase [Colwellia psychrerythraea]	0.317	8	1.01e-4	5	5	1087
AAZ25728.1,WP_011044957.1	putative heme biosynthesis protein [Colwellia psychrerythraea 34H],MULTISPECIES: siroheme decarboxylase subunit beta [Colwellia]	0.148	8	1.76e-4	2	2	1088
AAZ26123.1,WP_011041054.1	DNA-binding response regulator, LuxR family [Colwellia psychrerythraea 34H],MULTISPECIES: response regulator transcription factor [Colwellia]	0.205	8	1.47e-4	4	3	1089
AAZ26165.1,WP_011043679.1	alanine racemase [Colwellia psychrerythraea 34H],alanine racemase [Colwellia psychrerythraea]	0.222	8	8.95e-5	6	6	1090
AAZ26490.1,WP_011044901.1	hypothetical protein CPS_4168 [Colwellia psychrerythraea 34H],MULTISPECIES: N-formylglutamate amidohydrolase [Colwellia]	0.259	8	1.13e-4	5	5	1091
AAZ27192.1,WP_011041175.1	phosphomannomutase [Colwellia psychrerythraea 34H],phosphohexomutase domain-containing protein [Colwellia psychrerythraea]	0.134	8	6.85e-5	5	5	1092
AAZ27221.1,sp|Q47YI0.1|DNLJ_COLP3,WP_011044226.1	DNA ligase, NAD-dependent [Colwellia psychrerythraea 34H],RecName: Full=DNA ligase; AltName: Full=Polydeoxyribonucleotide synthase [NAD(+)],NAD-dependent DNA ligase LigA [Colwellia psychrerythraea]	0.177	8	4.67e-5	6	6	1093
AAZ27587.1,WP_011045730.1	hypothetical protein CPS_5011 [Colwellia psychrerythraea 34H],glycosyltransferase [Colwellia psychrerythraea]	0.136	8	8.13e-5	5	5	1094
AAZ27860.1,WP_011041579.1,sp|Q488N5.1|NRDR_COLP3	conserved hypothetical protein TIGR00244 [Colwellia psychrerythraea 34H],MULTISPECIES: transcriptional regulator NrdR [Colwellia],RecName: Full=Transcriptional repressor NrdR	0.188	8	1.95e-4	3	3	1095
AAZ28036.1,WP_011042922.1	hypothetical protein CPS_2101 [Colwellia psychrerythraea 34H],ATP-grasp domain-containing protein [Colwellia psychrerythraea]	0.223	8	9.70e-5	4	4	1096
AAZ28144.1,WP_011042565.1	TPR domain protein [Colwellia psychrerythraea 34H],tol-pal system protein YbgF [Colwellia psychrerythraea]	0.160	8	1.22e-4	4	4	1097
AAZ28407.1,WP_011041438.1	glycosyl transferase, group 1 family protein [Colwellia psychrerythraea 34H],glycosyltransferase family 4 protein [Colwellia psychrerythraea]	0.135	8	8.54e-5	5	5	1098
AAZ28408.1,sp|Q47WN0.1|MUTS_COLP3,WP_011044873.1	DNA mismatch repair protein MutS [Colwellia psychrerythraea 34H],RecName: Full=DNA mismatch repair protein MutS,DNA mismatch repair protein MutS [Colwellia psychrerythraea]	0.097	8	3.69e-5	6	6	1099
AAZ28653.1,WP_011045740.1	hypothetical protein CPS_5021 [Colwellia psychrerythraea 34H],hypothetical protein [Colwellia psychrerythraea]	0.116	8	8.30e-5	2	2	1100
WP_011041331.1,AAZ27270.1	pilus assembly protein PilP [Colwellia psychrerythraea],type IV pilus biogenesis protein PilP [Colwellia psychrerythraea 34H]	0.321	8	1.75e-4	4	4	1101
WP_011041849.1,AAZ26194.1	tRNA (guanine(46)-N(7))-methyltransferase TrmB [Colwellia psychrerythraea],hypothetical protein CPS_1006 [Colwellia psychrerythraea 34H]	0.367	8	1.28e-4	6	6	1102
WP_011041891.1,AAZ28207.1,sp|Q487G8.1|PDXH_COLP3	pyridoxamine 5'-phosphate oxidase [Colwellia psychrerythraea],pyridoxamine 5'-phosphate oxidase [Colwellia psychrerythraea 34H],RecName: Full=Pyridoxine/pyridoxamine 5'-phosphate oxidase; AltName: Full=PNP/PMP oxidase; Short=PNPOx; AltName: Full=Pyridoxal 5'-phosphate synthase	0.235	8	1.48e-4	4	4	1103
WP_011042055.1,AAZ26468.1	TapY2 family type IVa secretion system protein [Colwellia psychrerythraea],hypothetical protein CPS_1218 [Colwellia psychrerythraea 34H]	0.339	8	2.80e-4	3	3	1104
WP_011042123.1,AAZ28544.1	M16 family metallopeptidase [Colwellia psychrerythraea],putative metallopeptidase, M16 family [Colwellia psychrerythraea 34H]	0.059	8	3.33e-5	5	5	1105
WP_011042158.1,AAZ26791.1	aldehyde dehydrogenase family protein [Colwellia psychrerythraea],aldehyde dehydrogenase (NAD) family protein [Colwellia psychrerythraea 34H]	0.113	8	7.27e-5	3	3	1106
WP_011042385.1,sp|Q485H4.1|GLND_COLP3,AAZ26298.1	MULTISPECIES: [protein-PII] uridylyltransferase [Colwellia],RecName: Full=Bifunctional uridylyltransferase/uridylyl-removing enzyme; Short=UTase/UR; AltName: Full=Bifunctional [protein-PII] modification enzyme; AltName: Full=Bifunctional nitrogen sensor protein; Includes: RecName: Full=[Protein-PII] uridylyltransferase; Short=PII uridylyltransferase; Short=UTase; Includes: RecName: Full=[Protein-PII]-UMP uridylyl-removing enzyme; Short=UR,protein-P-II uridylyltransferase [Colwellia psychrerythraea 34H]	0.074	8	3.67e-5	6	6	1107
WP_011042498.1,AAZ27425.1,CAY08573.1	alkyl/aryl-sulfatase [Colwellia psychrerythraea],metallo-beta-lactamase family protein [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.140	8	4.74e-5	7	7	1108
WP_011043009.1,AAZ28303.1	MULTISPECIES: pyridoxal-phosphate-dependent aminotransferase family protein [Colwellia],aminotransferase, class V [Colwellia psychrerythraea 34H]	0.107	8	8.63e-5	4	4	1109
WP_011043077.1,AAZ28722.1	acyl-CoA dehydrogenase C-terminal domain-containing protein [Colwellia psychrerythraea],acyl-CoA dehydrogenase family protein [Colwellia psychrerythraea 34H]	0.068	8	5.31e-5	3	2	1110
WP_011043152.1,AAZ23980.1	MULTISPECIES: lipopolysaccharide assembly protein LapB [Colwellia],TPR domain protein [Colwellia psychrerythraea 34H]	0.093	8	8.28e-5	4	4	1111
WP_011043266.1,AAZ26711.1	GTPase HflX [Colwellia psychrerythraea],putative GTP-binding protein HflX [Colwellia psychrerythraea 34H]	0.145	8	7.08e-5	5	5	1112
WP_011043374.1,AAZ25810.1	MULTISPECIES: YeaC family protein [Colwellia],hypothetical protein CPS_2565 [Colwellia psychrerythraea 34H]	0.636	8	3.01e-4	4	4	1113
WP_011044248.1,AAZ28478.1	MULTISPECIES: fatty acid metabolism transcriptional regulator FadR [Colwellia],fatty acid metabolism regulator protein [Colwellia psychrerythraea 34H]	0.173	8	1.36e-4	5	5	1114
WP_011044822.1,AAZ26179.1	TIGR01841 family phasin [Colwellia psychrerythraea],putative granule-associated protein [Colwellia psychrerythraea 34H]	0.216	8	1.12e-4	4	4	1115
WP_011044960.1,AAZ24674.1	nitrite reductase [Colwellia psychrerythraea],heme-binding protein NirN [Colwellia psychrerythraea 34H]	0.122	8	5.94e-5	4	4	1116
WP_011045176.1,AAZ27809.1	type IV-A pilus assembly ATPase PilB [Colwellia psychrerythraea],type IV pilus biogenesis protein PilB [Colwellia psychrerythraea 34H]	0.163	8	5.69e-5	5	5	1117
WP_011045186.1,AAZ25459.1,sp|Q47VR7.1|LPXC_COLP3	MULTISPECIES: UDP-3-O-acyl-N-acetylglucosamine deacetylase [Colwellia],UDP-3-0-acyl N-acetylglucosamine deacetylase [Colwellia psychrerythraea 34H],RecName: Full=UDP-3-O-acyl-N-acetylglucosamine deacetylase; Short=UDP-3-O-acyl-GlcNAc deacetylase; AltName: Full=UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase	0.223	8	1.06e-4	4	4	1118
WP_011045413.1,AAZ24513.1	MULTISPECIES: LutB/LldF family L-lactate oxidation iron-sulfur protein [Colwellia],iron-sulfur cluster-binding protein [Colwellia psychrerythraea 34H]	0.102	8	6.55e-5	4	4	1119
WP_011045546.1,AAZ25486.1	MULTISPECIES: acyl-CoA thioesterase II [Colwellia],acyl-CoA thioesterase II [Colwellia psychrerythraea 34H]	0.196	8	1.13e-4	4	4	1120
WP_011045680.1,AAZ25296.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.104	8	6.11e-5	3	2	1121
WP_041736882.1	CDGSH iron-sulfur domain-containing protein [Colwellia psychrerythraea]	0.364	8	4.18e-4	2	2	1122
AAZ28859.1	hypothetical protein CPS_2171 [Colwellia psychrerythraea 34H]	0.301	8	3.46e-4	2	2	1122
WP_238383558.1	SDR family oxidoreductase [Colwellia psychrerythraea]	0.298	8	1.18e-4	5	5	1123
AAZ27387.1	oxidoreductase, short chain dehydrogenase/reductase family [Colwellia psychrerythraea 34H]	0.299	8	1.19e-4	5	5	1123
AAZ24557.1	chemotaxis protein CheZ [Colwellia psychrerythraea 34H]	0.119	7	1.16e-4	4	4	1124
WP_041736760.1	protein phosphatase CheZ [Colwellia psychrerythraea]	0.117	7	1.14e-4	4	4	1124
AAZ24585.1,WP_011043988.1	hypothetical protein CPS_3205 [Colwellia psychrerythraea 34H],23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ [Colwellia psychrerythraea]	0.149	7	9.55e-5	3	3	1125
AAZ24624.1,sp|Q47WL9.1|FETP_COLP3,WP_011044884.1	hypothetical protein CPS_4149 [Colwellia psychrerythraea 34H],RecName: Full=Probable Fe(2+)-trafficking protein,MULTISPECIES: oxidative damage protection protein [Colwellia]	0.467	7	3.13e-4	5	5	1126
AAZ24723.1,WP_011045411.1	oxidoreductase, FAD-binding/iron-sulfur cluster-binding protein [Colwellia psychrerythraea 34H],FAD-binding and (Fe-S)-binding domain-containing protein [Colwellia psychrerythraea]	0.113	7	2.98e-5	7	7	1127
AAZ25106.1,WP_011042453.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.041	7	5.49e-5	2	1	1128
AAZ25303.1,WP_011043664.1	heavy metal efflux pump, CzcA family [Colwellia psychrerythraea 34H],efflux RND transporter permease subunit [Colwellia psychrerythraea]	0.089	7	2.64e-5	7	7	1129
AAZ25355.1,WP_011042166.1	peptidyl-prolyl cis-trans isomerase, cyclophilin-type [Colwellia psychrerythraea 34H],peptidylprolyl isomerase [Colwellia psychrerythraea]	0.100	7	1.29e-4	2	2	1130
AAZ25431.1,WP_011045009.1	putative carboxylesterase [Colwellia psychrerythraea 34H],MULTISPECIES: alpha/beta hydrolase [Colwellia]	0.214	7	1.23e-4	5	5	1131
AAZ25597.1,CBK51277.1,WP_011044755.1	betaine aldehyde dehydrogenase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H],betaine-aldehyde dehydrogenase [Colwellia psychrerythraea]	0.064	7	5.79e-5	3	0	1132
AAZ25896.1,WP_011044075.1	glutathione S-transferase family protein [Colwellia psychrerythraea 34H],glutathione-dependent disulfide-bond oxidoreductase [Colwellia psychrerythraea]	0.188	7	9.46e-5	4	4	1133
AAZ26043.1,WP_011040907.1	Trk system potassium uptake protein TrkA [Colwellia psychrerythraea 34H],MULTISPECIES: Trk system potassium transporter TrkA [Colwellia]	0.155	7	6.15e-5	5	5	1134
AAZ26283.1,WP_011041285.1	ADP compounds hydrolase nudE [Colwellia psychrerythraea 34H],MULTISPECIES: ADP compounds hydrolase NudE [Colwellia]	0.377	7	1.54e-4	5	5	1135
AAZ27117.1,sp|Q488Z2.1|RL36_COLP3,WP_011041472.1	ribosomal protein L36 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein bL36; AltName: Full=50S ribosomal protein L36,MULTISPECIES: 50S ribosomal protein L36 [Colwellia]	0.189	7	7.62e-4	1	1	1136
AAZ27739.1,WP_011042418.1	2-oxoisovalerate dehydrogenase complex, E1 component, alpha subunit [Colwellia psychrerythraea 34H],thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha [Colwellia psychrerythraea]	0.142	7	7.17e-5	4	4	1137
AAZ27968.1,WP_011041985.1	cob(I)alamin adenosyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Colwellia]	0.302	7	1.31e-4	5	5	1138
AAZ28064.1,sp|Q47YC2.1|TRPD_COLP3,WP_011044284.1	anthranilate phosphoribosyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase [Colwellia psychrerythraea]	0.219	7	7.72e-5	4	4	1139
AAZ28645.1,WP_011043764.1	putative bax protein [Colwellia psychrerythraea 34H],glucosaminidase domain-containing protein [Colwellia psychrerythraea]	0.229	7	9.62e-5	4	4	1140
AAZ28648.1,WP_011041812.1	mechanosensitive ion channel family protein [Colwellia psychrerythraea 34H],mechanosensitive ion channel family protein [Colwellia psychrerythraea]	0.101	7	5.09e-5	5	5	1141
AAZ28687.1,WP_011042045.1	phosphate regulon response regulator PhoB [Colwellia psychrerythraea 34H],MULTISPECIES: phosphate regulon transcriptional regulator PhoB [Colwellia]	0.369	7	1.21e-4	5	5	1142
AAZ28785.1,WP_011042029.1	hypothetical protein CPS_1192 [Colwellia psychrerythraea 34H],VolA/Pla-1 family phospholipase [Colwellia psychrerythraea]	0.047	7	3.25e-5	3	3	1143
CAY07758.1,sp|Q47XQ8.1|APT_COLP3,WP_011044498.1,AAZ28636.1	unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=Adenine phosphoribosyltransferase; Short=APRT,MULTISPECIES: adenine phosphoribosyltransferase [Colwellia],adenine phosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.331	7	1.56e-4	4	4	1144
CBL85400.1,CAY03819.1,AAZ27837.1,WP_011044697.1	unnamed protein product [Colwellia psychrerythraea 34H],chorismate mutase/prephenate dehydrogenase [Colwellia psychrerythraea 34H],MULTISPECIES: bifunctional chorismate mutase/prephenate dehydrogenase [Colwellia]	0.131	7	7.40e-5	4	4	1145
WP_011041169.1,AAZ25251.1	ubiquinone biosynthesis regulatory protein kinase UbiB [Colwellia psychrerythraea],ubiquinone biosynthesis protein UbiB [Colwellia psychrerythraea 34H]	0.115	7	5.40e-5	6	6	1146
WP_011041301.1,AAZ24999.1	MULTISPECIES: acyl-CoA thioesterase [Colwellia],thioesterase family protein [Colwellia psychrerythraea 34H]	0.253	7	1.78e-4	3	3	1147
WP_011041329.1,AAZ28815.1	PilN domain-containing protein [Colwellia psychrerythraea],type IV pilus biogenesis protein PilN [Colwellia psychrerythraea 34H]	0.245	7	1.50e-4	3	3	1148
WP_011041498.1,AAZ24116.1	ferrous iron transport protein B [Colwellia psychrerythraea],ferrous iron transport protein B [Colwellia psychrerythraea 34H]	0.102	7	3.88e-5	4	4	1149
WP_011041796.1,sp|Q487R3.1|DSBD_COLP3,AAZ24775.1	protein-disulfide reductase DsbD [Colwellia psychrerythraea],RecName: Full=Thiol:disulfide interchange protein DsbD; AltName: Full=Protein-disulfide reductase; Short=Disulfide reductase; Flags: Precursor,thiol:disulfide interchange protein DsbD [Colwellia psychrerythraea 34H]	0.133	7	4.63e-5	5	5	1150
WP_011042577.1,AAZ26901.1	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Colwellia],hypoxanthine phosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.284	7	1.60e-4	3	3	1151
WP_011042846.1,AAZ26066.1	NAD-dependent succinate-semialdehyde dehydrogenase [Colwellia psychrerythraea],succinate-semialdehyde dehydrogenase [Colwellia psychrerythraea 34H]	0.051	7	5.75e-5	2	0	1152
WP_011043322.1,AAZ27105.1	MULTISPECIES: DUF3297 family protein [Colwellia],hypothetical protein CPS_2512 [Colwellia psychrerythraea 34H]	0.451	7	3.44e-4	3	3	1153
