Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
WP_011042009.1,AAZ24856.1	MULTISPECIES: class II aldolase/adducin family protein [Colwellia],class II aldolase/adducin domain protein [Colwellia psychrerythraea 34H]	0.203	9	1.51e-4	5	5	991
WP_011042158.1,AAZ26791.1	aldehyde dehydrogenase family protein [Colwellia psychrerythraea],aldehyde dehydrogenase (NAD) family protein [Colwellia psychrerythraea 34H]	0.167	9	8.72e-5	5	5	992
WP_011042334.1,AAZ26500.1	sigma-54 interaction domain-containing protein [Colwellia psychrerythraea],flagellar regulatory protein A [Colwellia psychrerythraea 34H]	0.108	9	7.59e-5	4	4	993
WP_011043009.1,AAZ28303.1	MULTISPECIES: pyridoxal-phosphate-dependent aminotransferase family protein [Colwellia],aminotransferase, class V [Colwellia psychrerythraea 34H]	0.075	9	1.04e-4	4	4	994
WP_011043077.1,AAZ28722.1	acyl-CoA dehydrogenase C-terminal domain-containing protein [Colwellia psychrerythraea],acyl-CoA dehydrogenase family protein [Colwellia psychrerythraea 34H]	0.073	9	6.38e-5	3	2	995
WP_011044238.1,AAZ26079.1,sp|Q47YG8.1|LOLD_COLP3	lipoprotein-releasing ABC transporter ATP-binding protein LolD [Colwellia psychrerythraea],lipoprotein releasing system ATP-binding protein LolD [Colwellia psychrerythraea 34H],RecName: Full=Lipoprotein-releasing system ATP-binding protein LolD	0.275	9	1.50e-4	4	4	996
WP_011044293.1,AAZ24878.1,sp|Q47YB3.1|QUEF_COLP3	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF [Colwellia psychrerythraea],GTP cyclohydrolase I family protein [Colwellia psychrerythraea 34H],RecName: Full=NADPH-dependent 7-cyano-7-deazaguanine reductase; AltName: Full=7-cyano-7-carbaguanine reductase; AltName: Full=NADPH-dependent nitrile oxidoreductase; AltName: Full=PreQ(0) reductase	0.304	9	1.35e-4	5	5	997
WP_011044311.1,AAZ24225.1	peptide chain release factor N(5)-glutamine methyltransferase [Colwellia psychrerythraea],modification methylase, HemK family [Colwellia psychrerythraea 34H]	0.056	9	1.36e-4	2	2	998
WP_011044405.1,AAZ25512.1	DUF3549 family protein [Colwellia psychrerythraea],hypothetical protein CPS_3651 [Colwellia psychrerythraea 34H]	0.160	9	1.10e-4	3	3	999
WP_011044677.1,AAZ28525.1	alkaline phosphatase [Colwellia psychrerythraea],alkaline phosphatase family protein [Colwellia psychrerythraea 34H]	0.179	9	6.27e-5	6	5	1000
WP_011045176.1,AAZ27809.1	type IV-A pilus assembly ATPase PilB [Colwellia psychrerythraea],type IV pilus biogenesis protein PilB [Colwellia psychrerythraea 34H]	0.154	9	6.83e-5	5	5	1001
WP_011045272.1,AAZ28160.1	MULTISPECIES: RNA polymerase factor sigma-54 [Colwellia],RNA polymerase sigma-54 factor [Colwellia psychrerythraea 34H]	0.150	9	7.65e-5	7	7	1002
WP_011045361.1,AAZ25200.1	MULTISPECIES: GTP 3',8-cyclase MoaA [Colwellia],molybdenum cofactor biosynthesis protein A [Colwellia psychrerythraea 34H]	0.272	9	1.20e-4	6	6	1003
WP_011045546.1,AAZ25486.1	MULTISPECIES: acyl-CoA thioesterase II [Colwellia],acyl-CoA thioesterase II [Colwellia psychrerythraea 34H]	0.232	9	1.36e-4	5	5	1004
WP_011045710.1,AAZ26909.1	glycosyltransferase [Colwellia psychrerythraea],hypothetical protein CPS_4991 [Colwellia psychrerythraea 34H]	0.170	9	1.13e-4	4	4	1005
WP_238383606.1	amidohydrolase family protein [Colwellia psychrerythraea]	0.116	9	3.54e-5	8	8	1006
AAZ24146.1	amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.119	9	3.61e-5	8	8	1006
gi|220975807|gb|EED94135.1|,gi|223998052|ref|XP_002288699.1|	glycine decarboxylase p-protein [Thalassiosira pseudonana CCMP1335]	0.017	9	3.97e-5	4	0	1007
sp|Q47XW2.1|RECR_COLP3,WP_011044444.1,AAZ24710.1	RecName: Full=Recombination protein RecR,MULTISPECIES: recombination mediator RecR [Colwellia],recombination protein RecR [Colwellia psychrerythraea 34H]	0.294	9	1.92e-4	4	4	1008
sp|Q486Y7.1|HSCB_COLP3,WP_011041972.1,AAZ28735.1	RecName: Full=Co-chaperone protein HscB homolog,MULTISPECIES: co-chaperone HscB [Colwellia],co-chaperone Hsc20 [Colwellia psychrerythraea 34H]	0.434	9	2.21e-4	6	6	1009
AAZ24136.1,WP_011045003.1	sigma-54 dependent response regulator [Colwellia psychrerythraea 34H],MULTISPECIES: sigma 54-interacting transcriptional regulator [Colwellia]	0.217	8	7.52e-5	6	6	1010
AAZ24376.1,WP_011042915.1	putative acylneuraminate cytidylyltransferase [Colwellia psychrerythraea 34H],pseudaminic acid cytidylyltransferase [Colwellia psychrerythraea]	0.273	8	1.49e-4	6	6	1011
AAZ24544.1,WP_011044014.1	acetolactate synthase III, small subunit [Colwellia psychrerythraea 34H],MULTISPECIES: acetolactate synthase small subunit [Colwellia]	0.303	8	2.08e-4	5	5	1012
AAZ24979.1,WP_011042276.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.153	8	5.36e-5	6	6	1013
AAZ26528.1	hypothetical protein CPS_0687 [Colwellia psychrerythraea 34H]	0.197	8	1.38e-4	4	4	1014
WP_238383583.1	class I SAM-dependent methyltransferase [Colwellia psychrerythraea]	0.195	8	1.37e-4	4	4	1014
AAZ26586.1,WP_011041029.1	beta-lactamase [Colwellia psychrerythraea 34H],serine hydrolase [Colwellia psychrerythraea]	0.106	8	6.53e-5	4	4	1015
AAZ26920.1,WP_011045110.1	ribosome small subunit-dependent GTPase A [Colwellia psychrerythraea 34H],MULTISPECIES: small ribosomal subunit biogenesis GTPase RsgA [Colwellia]	0.250	8	9.76e-5	5	5	1016
AAZ27065.1,WP_011043399.1	nitroreductase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: nitroreductase family protein [Colwellia]	0.232	8	1.73e-4	4	4	1017
AAZ27192.1,WP_011041175.1	phosphomannomutase [Colwellia psychrerythraea 34H],phosphohexomutase domain-containing protein [Colwellia psychrerythraea]	0.172	8	7.31e-5	5	5	1018
AAZ27819.1,WP_011044782.1	NADPH-dependent F420 reductase [Colwellia psychrerythraea 34H],NADPH-dependent F420 reductase [Colwellia psychrerythraea]	0.204	8	1.53e-4	3	3	1019
AAZ28570.1,WP_011044866.1	L-aspartate oxidase [Colwellia psychrerythraea 34H],L-aspartate oxidase [Colwellia psychrerythraea]	0.152	8	6.46e-5	5	5	1020
AAZ28760.1,WP_011042256.1	mechanosensitive ion channel family protein [Colwellia psychrerythraea 34H],MULTISPECIES: mechanosensitive ion channel family protein [Colwellia]	0.223	8	1.24e-4	5	5	1021
WP_011040920.1,AAZ27050.1,sp|Q48AV5.1|AROE_COLP3	shikimate dehydrogenase [Colwellia psychrerythraea],shikimate 5-dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Shikimate dehydrogenase (NADP(+)); Short=SDH	0.269	8	1.25e-4	5	5	1022
WP_011041798.1,AAZ26412.1	FxsA family protein [Colwellia psychrerythraea],fxsA protein [Colwellia psychrerythraea 34H]	0.430	8	2.00e-4	4	4	1023
WP_011041815.1,AAZ25886.1,sp|Q487P4.1|EFP_COLP3	MULTISPECIES: elongation factor P [Colwellia],translation elongation factor P [Colwellia psychrerythraea 34H],RecName: Full=Elongation factor P; Short=EF-P	0.157	8	1.80e-4	2	2	1024
WP_011041862.1,AAZ24879.1	MULTISPECIES: LacI family DNA-binding transcriptional regulator [Colwellia],transcriptional regulator, LacI family [Colwellia psychrerythraea 34H]	0.162	8	1.01e-4	3	3	1025
WP_011041960.1,AAZ27442.1	MULTISPECIES: protein translocase subunit SecF [Colwellia],protein-export membrane protein SecF [Colwellia psychrerythraea 34H]	0.095	8	1.09e-4	3	3	1026
WP_011042123.1,AAZ28544.1	M16 family metallopeptidase [Colwellia psychrerythraea],putative metallopeptidase, M16 family [Colwellia psychrerythraea 34H]	0.081	8	3.56e-5	6	6	1027
WP_011042178.1,AAZ25691.1	MULTISPECIES: hypothetical protein [Colwellia],hypothetical protein CPS_1341 [Colwellia psychrerythraea 34H]	0.177	8	1.60e-4	2	2	1028
WP_011042346.1,AAZ28391.1	MULTISPECIES: flagellar motor switch protein FliN [Colwellia],flagellar motor switch protein FliN [Colwellia psychrerythraea 34H]	0.374	8	2.62e-4	3	3	1029
WP_011042577.1,AAZ26901.1	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Colwellia],hypoxanthine phosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.386	8	1.95e-4	5	5	1030
WP_011043035.1,AAZ25916.1	MULTISPECIES: succinate dehydrogenase, hydrophobic membrane anchor protein [Colwellia],succinate dehydrogenase, hydrophobic membrane anchor protein [Colwellia psychrerythraea 34H]	0.322	8	2.99e-4	4	4	1031
WP_011043123.1,AAZ26929.1	MULTISPECIES: ABC transporter ATP-binding protein [Colwellia],ABC transporter, ATP-binding domain [Colwellia psychrerythraea 34H]	0.232	8	1.45e-4	4	4	1032
WP_011043665.1,AAZ27035.1	efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea],efflux transporter, RND family, MFP subunit [Colwellia psychrerythraea 34H]	0.203	8	7.67e-5	7	7	1033
WP_011044248.1,AAZ28478.1	MULTISPECIES: fatty acid metabolism transcriptional regulator FadR [Colwellia],fatty acid metabolism regulator protein [Colwellia psychrerythraea 34H]	0.173	8	1.45e-4	5	5	1034
WP_011044345.1,AAZ24070.1	3-oxoacid CoA-transferase subunit A [Colwellia psychrerythraea],3-oxoadipate CoA-transferase, alpha subunit [Colwellia psychrerythraea 34H]	0.181	8	1.24e-4	4	4	1035
WP_011044670.1,AAZ27563.1	efflux RND transporter permease subunit [Colwellia psychrerythraea],AcrB/AcrD/AcrF family protein [Colwellia psychrerythraea 34H]	0.084	8	3.34e-5	5	5	1036
WP_011045192.1,sp|Q47VR1.1|DDL_COLP3,AAZ27413.1	D-alanine--D-alanine ligase [Colwellia psychrerythraea],RecName: Full=D-alanine--D-alanine ligase; AltName: Full=D-Ala-D-Ala ligase; AltName: Full=D-alanylalanine synthetase,D-alanine--D-alanine ligase [Colwellia psychrerythraea 34H]	0.278	8	1.08e-4	7	7	1037
WP_011045319.1,AAZ26931.1	type II secretion system secretin GspD [Colwellia psychrerythraea],general secretion pathway protein D [Colwellia psychrerythraea 34H]	0.138	8	4.93e-5	6	6	1038
WP_011045413.1,AAZ24513.1	MULTISPECIES: LutB/LldF family L-lactate oxidation iron-sulfur protein [Colwellia],iron-sulfur cluster-binding protein [Colwellia psychrerythraea 34H]	0.150	8	6.98e-5	5	5	1039
WP_041737108.1	TonB-dependent receptor [Colwellia psychrerythraea]	0.031	8	3.46e-5	3	1	1040
AAZ25995.1	TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.032	8	3.57e-5	3	1	1040
WP_041738109.1	MULTISPECIES: ribonuclease III [Colwellia]	0.273	8	1.30e-4	5	5	1041
sp|Q47WP5.1|RNC_COLP3,AAZ27454.1	RecName: Full=Ribonuclease 3; AltName: Full=Ribonuclease III; Short=RNase III,ribonuclease III [Colwellia psychrerythraea 34H]	0.271	8	1.29e-4	5	5	1041
WP_138140322.1	DUF3581 family protein [Colwellia psychrerythraea]	0.221	8	1.43e-4	4	1	1042
WP_238383558.1	SDR family oxidoreductase [Colwellia psychrerythraea]	0.257	8	1.26e-4	4	4	1043
AAZ27387.1	oxidoreductase, short chain dehydrogenase/reductase family [Colwellia psychrerythraea 34H]	0.258	8	1.27e-4	4	4	1043
sp|Q483H8.1|HISXH_COLP3,AAZ25938.1,WP_011042883.1	RecName: Full=Histidinol dehydrogenase homolog,histidinol dehydrogenase [Colwellia psychrerythraea 34H],histidinol dehydrogenase [Colwellia psychrerythraea]	0.141	8	7.70e-5	4	4	1044
AAZ24124.1,WP_011043423.1	peptidase, M23/M37 family [Colwellia psychrerythraea 34H],M23 family metallopeptidase [Colwellia psychrerythraea]	0.125	7	1.04e-4	4	4	1045
AAZ24390.1,WP_011043422.1	hypothetical protein CPS_2614 [Colwellia psychrerythraea 34H],6-carboxytetrahydropterin synthase [Colwellia psychrerythraea]	0.071	7	1.02e-4	2	2	1046
AAZ24557.1	chemotaxis protein CheZ [Colwellia psychrerythraea 34H]	0.247	7	1.24e-4	4	4	1047
WP_041736760.1	protein phosphatase CheZ [Colwellia psychrerythraea]	0.243	7	1.22e-4	4	4	1047
AAZ24617.1,WP_011042305.1	putative lipoprotein [Colwellia psychrerythraea 34H],FlgO family outer membrane protein [Colwellia psychrerythraea]	0.224	7	1.40e-4	4	4	1048
AAZ25012.1,sp|Q482G2.1|IHFB_COLP3,WP_011043150.1	integration host factor, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=Integration host factor subunit beta; Short=IHF-beta,MULTISPECIES: integration host factor subunit beta [Colwellia]	0.211	7	3.16e-4	2	2	1049
AAZ25552.1,WP_011045070.1	dihydroneopterin aldolase [Colwellia psychrerythraea 34H],MULTISPECIES: dihydroneopterin aldolase [Colwellia]	0.130	7	2.44e-4	1	1	1050
AAZ25560.1,WP_011043144.1,sp|Q482G8.1|UBIG_COLP3	3-demethylubiquinone-9 3-methyltransferase [Colwellia psychrerythraea 34H],bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG [Colwellia psychrerythraea],RecName: Full=Ubiquinone biosynthesis O-methyltransferase; AltName: Full=2-polyprenyl-6-hydroxyphenol methylase; AltName: Full=3-demethylubiquinone 3-O-methyltransferase	0.248	7	1.22e-4	4	4	1051
AAZ25689.1,WP_011043553.1	putative ornithine cyclodeaminase [Colwellia psychrerythraea 34H],bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase [Colwellia psychrerythraea]	0.185	7	9.42e-5	3	3	1052
AAZ26034.1,WP_011045652.1	amino acid ABC transporter, periplasmic amino acid-binding protein [Colwellia psychrerythraea 34H],MULTISPECIES: ABC transporter substrate-binding protein [Colwellia]	0.207	7	9.31e-5	4	4	1053
AAZ26123.1,WP_011041054.1	DNA-binding response regulator, LuxR family [Colwellia psychrerythraea 34H],MULTISPECIES: response regulator transcription factor [Colwellia]	0.142	7	1.37e-4	3	2	1054
AAZ26397.1,WP_011041880.1	cytochrome c-type biogenesis protein CcmH [Colwellia psychrerythraea 34H],cytochrome c-type biogenesis protein [Colwellia psychrerythraea]	0.252	7	1.94e-4	3	3	1055
AAZ26599.1,WP_011040906.1	hypothetical protein CPS_0016 [Colwellia psychrerythraea 34H],TolB family protein [Colwellia psychrerythraea]	0.054	7	3.07e-5	4	4	1056
AAZ26695.1,WP_011042838.1	exodeoxyribonuclease I [Colwellia psychrerythraea 34H],exodeoxyribonuclease I [Colwellia psychrerythraea]	0.138	7	6.17e-5	5	5	1057
AAZ26989.1,WP_011042788.1	endonuclease/exonuclease/phosphatase family protein [Colwellia psychrerythraea 34H],endonuclease/exonuclease/phosphatase family protein [Colwellia psychrerythraea]	0.188	7	7.63e-5	5	5	1058
AAZ27042.1,WP_011041811.1	hypothetical protein CPS_0968 [Colwellia psychrerythraea 34H],DUF3016 domain-containing protein [Colwellia psychrerythraea]	0.180	7	1.80e-4	3	3	1059
AAZ27347.1,WP_011041012.1	single-strand binding protein family protein [Colwellia psychrerythraea 34H],MULTISPECIES: single-stranded DNA-binding protein [Colwellia]	0.198	7	1.30e-4	3	3	1060
AAZ27522.1,WP_011045388.1	aminotransferase, class III [Colwellia psychrerythraea 34H],MULTISPECIES: aspartate aminotransferase family protein [Colwellia]	0.093	7	6.66e-5	3	3	1061
AAZ27587.1,WP_011045730.1	hypothetical protein CPS_5011 [Colwellia psychrerythraea 34H],glycosyltransferase [Colwellia psychrerythraea]	0.141	7	7.59e-5	4	4	1062
AAZ27880.1,WP_011044819.1,sp|Q47WT4.1|RF2_COLP3	peptide chain release factor 2, programmed frameshift [Colwellia psychrerythraea 34H],MULTISPECIES: peptide chain release factor 2 [Colwellia],RecName: Full=Peptide chain release factor 2; Short=RF-2	0.225	7	8.23e-5	6	6	1063
AAZ27955.1	hypothetical protein CPS_4402 [Colwellia psychrerythraea 34H]	0.166	7	1.28e-4	3	0	1064
AAZ28036.1,WP_011042922.1	hypothetical protein CPS_2101 [Colwellia psychrerythraea 34H],ATP-grasp domain-containing protein [Colwellia psychrerythraea]	0.208	7	9.05e-5	4	4	1065
AAZ28064.1,sp|Q47YC2.1|TRPD_COLP3,WP_011044284.1	anthranilate phosphoribosyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase [Colwellia psychrerythraea]	0.219	7	8.23e-5	4	4	1066
AAZ28704.1,WP_011040922.1	bacterial transferase hexapeptide domain protein [Colwellia psychrerythraea 34H],MULTISPECIES: gamma carbonic anhydrase family protein [Colwellia]	0.330	7	1.68e-4	4	4	1067
AAZ28734.1,WP_011040954.1,CAV23201.1	HAD-superfamily hydrolase, subfamily IA, variant 1 family protein [Colwellia psychrerythraea 34H],HAD-IA family hydrolase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H]	0.163	7	1.17e-4	3	3	1068
WP_011040981.1,sp|Q48AN9.1|Y106_COLP3,AAZ26005.1	YceH family protein [Colwellia psychrerythraea],RecName: Full=UPF0502 protein CPS_0106,hypothetical protein CPS_0106 [Colwellia psychrerythraea 34H]	0.163	7	1.36e-4	2	2	1069
WP_011041268.1,AAZ27395.1	peptide deformylase [Colwellia psychrerythraea],polypeptide deformylase [Colwellia psychrerythraea 34H]	0.229	7	1.81e-4	3	3	1070
WP_011041330.1,AAZ26877.1	type IV pilus inner membrane component PilO [Colwellia psychrerythraea],type IV pilus biogenesis protein PilO [Colwellia psychrerythraea 34H]	0.288	7	1.52e-4	3	3	1071
WP_011041437.1,AAZ26171.1	asparagine synthase-related protein [Colwellia psychrerythraea],hypothetical protein CPS_0587 [Colwellia psychrerythraea 34H]	0.093	7	6.21e-5	5	5	1072
WP_011041503.1,AAZ25364.1	spondin domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_0653 [Colwellia psychrerythraea 34H]	0.226	7	1.26e-4	4	4	1073
WP_011041583.1,AAZ26764.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_0733 [Colwellia psychrerythraea 34H]	0.169	7	7.69e-5	4	4	1074
WP_011042613.1,AAZ27468.1	MULTISPECIES: MaoC family dehydratase [Colwellia],MaoC domain protein [Colwellia psychrerythraea 34H]	0.259	7	1.32e-4	3	3	1075
WP_011043007.1,AAZ24898.1	M28 family peptidase [Colwellia psychrerythraea],putative peptidase, M28 family [Colwellia psychrerythraea 34H]	0.127	7	6.13e-5	4	4	1076
WP_011043357.1,AAZ25996.1	VOC family protein [Colwellia psychrerythraea],hypothetical protein CPS_2548 [Colwellia psychrerythraea 34H]	0.389	7	2.39e-4	2	2	1077
WP_011043368.1,AAZ25245.1	MULTISPECIES: alanine/glycine:cation symporter family protein [Colwellia],amino acid carrier protein [Colwellia psychrerythraea 34H]	0.055	7	5.91e-5	2	2	1078
WP_011043461.1,AAZ27257.1	MULTISPECIES: TonB-dependent receptor domain-containing protein [Colwellia],TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.096	7	3.20e-5	7	7	1079
WP_011043474.1,AAZ27725.1	efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea],efflux transporter, RND family, MFP subunit, AcrA/E family [Colwellia psychrerythraea 34H]	0.080	7	7.77e-5	3	3	1080
WP_011043564.1,AAZ27385.1	outer membrane lipoprotein periplasmic chaperone LolA [Colwellia psychrerythraea],outer membrane lipoprotein carrier protein LolA [Colwellia psychrerythraea 34H]	0.258	7	1.23e-4	3	3	1081
WP_011043729.1,AAZ24757.1,sp|Q47ZY2.1|QUEC2_COLP3	7-cyano-7-deazaguanine synthase QueC [Colwellia psychrerythraea],exsB protein [Colwellia psychrerythraea 34H],RecName: Full=7-cyano-7-deazaguanine synthase 2; AltName: Full=7-cyano-7-carbaguanine synthase 2; AltName: Full=PreQ(0) synthase 2; AltName: Full=Queuosine biosynthesis protein QueC 2	0.210	7	1.37e-4	3	3	1082
WP_011044292.1,AAZ24786.1,sp|Q47YB4.1|SYDP_COLP3	SecY-interacting protein [Colwellia psychrerythraea],putative syd protein [Colwellia psychrerythraea 34H],RecName: Full=Protein Syd	0.130	7	1.50e-4	2	2	1083
WP_011044575.1,AAZ28800.1	outer membrane protein assembly factor BamE [Colwellia psychrerythraea],SmpA/OmlA family protein [Colwellia psychrerythraea 34H]	0.236	7	2.09e-4	2	2	1084
WP_011044908.1,AAZ26090.1	DNA topoisomerase IV subunit B [Colwellia psychrerythraea],DNA topoisomerase IV, B subunit [Colwellia psychrerythraea 34H]	0.061	7	4.79e-5	3	3	1085
WP_011044932.1,AAZ27760.1	MULTISPECIES: GDP-L-fucose synthase family protein [Colwellia],NAD-dependent epimerase/dehydratase family protein [Colwellia psychrerythraea 34H]	0.217	7	9.60e-5	4	4	1086
WP_011044949.1,AAZ26782.1	VF530 family protein [Colwellia psychrerythraea],hypothetical protein CPS_4218 [Colwellia psychrerythraea 34H]	0.358	7	2.19e-4	4	4	1087
WP_011044952.1,AAZ28702.1	MULTISPECIES: bacteriohemerythrin [Colwellia],hemerythrin family protein [Colwellia psychrerythraea 34H]	0.218	7	1.60e-4	3	3	1088
WP_011045119.1,AAZ28132.1	glutaredoxin 3 [Colwellia psychrerythraea],glutaredoxin [Colwellia psychrerythraea 34H]	0.616	7	3.49e-4	3	3	1089
WP_011045260.1,AAZ27538.1	BolA family protein [Colwellia psychrerythraea],BolA/YrbA family protein [Colwellia psychrerythraea 34H]	0.437	7	3.45e-4	3	3	1090
WP_011045459.1,AAZ24223.1	ABC transporter ATP-binding protein [Colwellia psychrerythraea],copper ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.148	7	9.89e-5	4	4	1091
WP_011045680.1,AAZ25296.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.199	7	5.70e-5	5	5	1092
WP_041737130.1	MULTISPECIES: HlyC/CorC family transporter [Colwellia]	0.121	7	7.02e-5	4	4	1093
AAZ28504.1	putative magnesium and cobalt efflux protein CorB [Colwellia psychrerythraea 34H]	0.124	7	7.14e-5	4	4	1093
WP_041737865.1	succinyl-diaminopimelate desuccinylase [Colwellia psychrerythraea]	0.177	7	7.59e-5	5	5	1094
sp|Q47Z95.1|DAPE_COLP3,AAZ24835.1	RecName: Full=Succinyl-diaminopimelate desuccinylase; Short=SDAP desuccinylase; AltName: Full=N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase,succinyl-diaminopimelate desuccinylase [Colwellia psychrerythraea 34H]	0.175	7	7.53e-5	5	5	1094
WP_041738008.1	glutaredoxin family protein [Colwellia psychrerythraea]	0.451	7	2.46e-4	3	3	1095
AAZ27965.1	hypothetical protein CPS_3634 [Colwellia psychrerythraea 34H]	0.444	7	2.42e-4	3	3	1095
WP_041738212.1	hypothetical protein [Colwellia psychrerythraea]	0.140	7	2.33e-4	2	2	1096
AAZ24459.1	hypothetical protein CPS_4834 [Colwellia psychrerythraea 34H]	0.136	7	2.28e-4	2	2	1096
WP_101153738.1	MULTISPECIES: Lon protease family protein [Colwellia]	0.041	7	3.73e-5	2	2	1097
AAZ25463.1	putative ATP-dependent protease LA [Colwellia psychrerythraea 34H]	0.041	7	3.75e-5	2	2	1097
gi|116739948|gb|ABK20818.1|,gi|125987536|sp|A0T0Y3.1|RK14_THAPS,gi|118411201|ref|YP_874595.1|,gi|2050584519|gb|QWM93060.1|	50S ribosomal protein L14 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL14c; AltName: Full=50S ribosomal protein L14, chloroplastic,ribosomal protein L14 (chloroplast) [Thalassiosira pseudonana]	0.074	7	2.48e-4	1	0	1098
gi|220970785|gb|EED89121.1|,gi|224008853|ref|XP_002293385.1|	hypothetical protein THAPSDRAFT_264010 [Thalassiosira pseudonana CCMP1335]	0.028	7	1.21e-4	1	0	1099
gi|224006884|ref|XP_002292402.1|,gi|220972044|gb|EED90377.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.037	7	8.64e-5	1	0	1100
sp|Q47WD4.1|SELO_COLP3,AAZ26779.1,WP_011044969.1	RecName: Full=Protein nucleotidyltransferase YdiU; AltName: Full=Protein adenylyltransferase YdiU; AltName: Full=Protein uridylyltransferase YdiU,hypothetical protein CPS_4238 [Colwellia psychrerythraea 34H],MULTISPECIES: protein adenylyltransferase SelO [Colwellia]	0.118	7	6.00e-5	4	4	1101
sp|Q47YA5.1|RLMM_COLP3,AAZ26479.1,WP_011044301.1	RecName: Full=Ribosomal RNA large subunit methyltransferase M; AltName: Full=23S rRNA (cytidine2498-2'-O)-methyltransferase; AltName: Full=23S rRNA 2'-O-ribose methyltransferase RlmM,hypothetical protein CPS_3541 [Colwellia psychrerythraea 34H],MULTISPECIES: 23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM [Colwellia]	0.144	7	8.17e-5	4	4	1102
sp|Q47ZU5.1|TTCA_COLP3,WP_011043763.1,AAZ25342.1	RecName: Full=tRNA-cytidine(32) 2-sulfurtransferase; AltName: Full=Two-thiocytidine biosynthesis protein A; AltName: Full=tRNA 2-thiocytidine biosynthesis protein TtcA,tRNA 2-thiocytidine(32) synthetase TtcA [Colwellia psychrerythraea],PP-loop family protein [Colwellia psychrerythraea 34H]	0.239	7	9.57e-5	5	5	1103
sp|Q485K0.1|CHEB_COLP3,AAZ25939.1,WP_011042359.1	RecName: Full=Protein-glutamate methylesterase/protein-glutamine glutaminase,protein-glutamate methylesterase CheB [Colwellia psychrerythraea 34H],protein-glutamate methylesterase/protein-glutamine glutaminase [Colwellia psychrerythraea]	0.145	7	7.93e-5	5	5	1104
sp|Q48AS9.1|FMT_COLP3,AAZ25053.1,WP_011040909.1	RecName: Full=Methionyl-tRNA formyltransferase,methionyl-tRNA formyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: methionyl-tRNA formyltransferase [Colwellia]	0.324	7	9.19e-5	4	4	1105
AAZ23995.1,WP_011042026.1	long-chain-fatty-acid--CoA ligase [Colwellia psychrerythraea 34H],MULTISPECIES: long-chain-fatty-acid--CoA ligase FadD [Colwellia]	0.171	6	4.68e-5	6	6	1106
AAZ24179.1,WP_011044934.1	glycosyl transferase, group 1 family protein [Colwellia psychrerythraea 34H],glycosyltransferase family 4 protein [Colwellia psychrerythraea]	0.148	6	7.08e-5	6	6	1107
AAZ24601.1,WP_011044490.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],MULTISPECIES: TonB-dependent receptor [Colwellia]	0.034	6	2.59e-5	3	2	1108
AAZ24727.1,WP_011041810.1	putative lipoprotein [Colwellia psychrerythraea 34H],DUF4136 domain-containing protein [Colwellia psychrerythraea]	0.223	6	1.37e-4	2	2	1109
AAZ24890.1,WP_011043062.1	ATP-dependent helicase HrpA [Colwellia psychrerythraea 34H],ATP-dependent RNA helicase HrpA [Colwellia psychrerythraea]	0.047	6	1.87e-5	5	5	1110
AAZ25205.1,WP_011042880.1	formate dehydrogenase, alpha subunit [Colwellia psychrerythraea 34H],formate dehydrogenase subunit alpha [Colwellia psychrerythraea]	0.035	6	2.66e-5	3	0	1111
AAZ25233.1,WP_011043814.1	protease II [Colwellia psychrerythraea 34H],S9 family peptidase [Colwellia psychrerythraea]	0.031	6	3.66e-5	2	1	1112
